,movieCd,companyCd,companyNm,companyNmEn,companyPartNm
0,19970201,20061393,월트디즈니,,제작사
1,19970201,20060452,월트디즈니컴퍼니코리아(주),The Walt Disney Company Korea,수입사
0,19970197,20100025,(주)씨네이천,Film Production CINE2000,제작사
1,19970197,20100733,(주)세운미디어,,수입사
0,19970203,20101283,스티븐 프로덕션즈,Steven Productions,제작사
1,19970203,20060560,우성시네마,,수입사
0,19970188,20102246,브리티쉬스크린,British Screen,제작사
1,19970188,20100081,(주)하명중 영화제작소,HMJ FILMS,수입사
0,19970183,20104180,제리부룩하이머필름,Jerry Bruckheimer Films,제작사
1,19970183,20060452,월트디즈니컴퍼니코리아(주),The Walt Disney Company Korea,수입사
0,19970046,20061743,영화세상,,제작사
0,19970192,20104369,미라맥스 필름즈,Miramax Films,제작사
0,19960039,20100504,아트시네마,,제작사
1,19960039,20100504,아트시네마,,배급사
0,19970191,20104457,피엠 엔터테인먼트 그룹,PM Entertainment Group Inc.,제작사
1,19970191,20100672,(주)서울필름,,수입사
0,19970186,20103810,고몽,Gaumont,제작사
1,19970186,20100012,(주)신도필림,,수입사
0,19970041,20100055,신화필림(주),Shinwha Film,제작사
0,19970190,20103893,골든하베스트,Golden Harvest,제작사
1,19970190,20100474,(주)태광영화사,,수입사
0,19970180,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19970180,20100040,유아이피-씨아이씨영화및비디오배급(유),UIP Korea,수입사
0,19970175,20102551,프로듀서 네트워크 어소시에이츠,Producers Network Associates,제작사
1,19970175,20060560,우성시네마,,수입사
0,19970044,20100472,(주)제이콤,,제작사
0,19970168,20102502,캐슬 락 엔터테인먼트,Castle Rock Entertainment,제작사
1,19970168,20101727,콜럼비아트라이스타㈜,,수입사
0,19970159,20061393,월트디즈니,,제작사
1,19970159,20060452,월트디즈니컴퍼니코리아(주),The Walt Disney Company Korea,수입사
0,19970162,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19970162,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,수입사
0,19970179,20101938,엑시스필름즈인터내셔널,Axis Films International,제작사
1,19970179,20100320,(주)서우영화사 ,,수입사
0,19970158,20104500,폴리그램 필름드 엔터테인먼트,PolyGram Filmed Entertainment,제작사
1,19970158,20100081,(주)하명중 영화제작소,HMJ FILMS,수입사
0,19970040,20100219,씨네비젼,Cinevision,제작사
1,19970040,20060186,(주)서울광연,,제작사
2,19970040,20100219,씨네비젼,Cinevision,배급사
3,19970040,20060186,(주)서울광연,,배급사
0,19970164,20103136,TF1 필름 프로덕션,TF1 Films Production ,제작사
1,19970164,20060732,유성필름,,수입사
0,19970169,20103874,보카보카프로덕션즈,Boca Boca Producciones S.L.,제작사
1,19970169,20100467,(주)율가필림,,수입사
0,19970155,20104230,르 스튜디오 카날+,Le Studio Canal+,제작사
1,19970155,20100007,(주)베어엔터테인먼트,Bear Entertainment,수입사
0,19970154,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사
1,19970154,20100040,유아이피-씨아이씨영화및비디오배급(유),UIP Korea,수입사
0,19970036,20100500,씨네락픽처스,Cinerock Pictures,제작사
1,19970036,20100926,대우시네마,Daewoo Media & Filmed Entertainment,배급사
0,19970141,20104412,뉴라인 시네마,New Line Cinema,제작사
1,19970141,20100025,(주)씨네이천,Film Production CINE2000,수입사
0,19970147,20103874,보카보카프로덕션즈,Boca Boca Producciones S.L.,제작사
1,19970147,20060732,유성필름,,수입사
0,19970148,20101745,엠블린엔터테인먼트,Amblin Entertainment,제작사
1,19970148,20100501,(주)씨네탑,,수입사
0,19970140,20102457,카라반 픽쳐스,Caravan Pictures,제작사
1,19970140,20060452,월트디즈니컴퍼니코리아(주),The Walt Disney Company Korea,수입사
0,19970127,20101673,알코어필름즈,Alcor Films,제작사
1,19970127,20100090,한국영상투자개발(주),Korea Inage Investment Development Co.,수입사
0,19948538,20101723,알타필름즈,Alta Films S.A.,제작사
1,19948538,20100672,(주)서울필름,,수입사
0,19970139,20100043,워너브러더스 코리아(주),Warner Bros. Korea,제작사
1,19970139,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사
0,19970102,20102502,캐슬 락 엔터테인먼트,Castle Rock Entertainment,제작사
1,19970102,20100165,한아미디어(주),,수입사
0,19970101,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19970101,20100040,유아이피-씨아이씨영화및비디오배급(유),UIP Korea,수입사
0,19970125,20104296,벨벳 클럽 프로덕션,"Velvet Club Productions, Inc.",제작사
1,19970125,20060560,우성시네마,,수입사
0,19970119,20104501,포트만 프로덕션,Portman Productions,제작사
1,19970119,20100501,(주)씨네탑,,수입사
0,19970043,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제작사
1,19970043,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
0,19970114,20103893,골든하베스트,Golden Harvest,제작사
1,19970114,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,19970050,20100955,최브라더스필름,,제작사
1,19970050,20100672,(주)서울필름,,배급사
0,19970111,20104500,폴리그램 필름드 엔터테인먼트,PolyGram Filmed Entertainment,제작사
1,19970111,20101439,워킹 타이틀 필름,Working Title Films,제작사
2,19970111,20100320,(주)서우영화사 ,,수입사
0,19970108,20104412,뉴라인 시네마,New Line Cinema,제작사
1,19970108,20100672,(주)서울필름,,수입사
0,19970112,20102744,센트럴 모션 픽쳐 코포레이션,Central Motion Picture Corporation,제작사
1,19970112,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,19970055,20100956,영화제작소1927,,제작사
1,19970055,20100926,대우시네마,Daewoo Media & Filmed Entertainment,배급사
2,19970055,20100612,아트플러스시네마네트워크,,제작서비스-세트
0,19970052,20100460,(주)미도영화사,,제작사
0,19970100,20103893,골든하베스트,Golden Harvest,제작사
1,19970100,20100320,(주)서우영화사 ,,수입사
0,19960001,20060732,유성필름,,제작사
0,19970054,20100510,(주)홍림영상,,제작사
0,20010053,20040167,미래영상,,제작사
0,19970086,20111681,뉴리전시 픽쳐스,New Regency Pictures,제작사
1,19970086,20100961,오스카픽쳐스,,수입사
0,19970087,20104445,오리온 픽쳐스 코퍼레이션,Orion Pictures Corporation,제작사
1,19970087,20100672,(주)서울필름,,수입사
0,20010012,20101013,영한필림,,제작사
1,20010012,20110329,돌코녹음실,DOLCO,제작서비스-사운드
0,20010286,20101934,비비씨필름즈,BBC Films,제작사
1,20010286,20100501,(주)씨네탑,,수입사
0,20000004,20100133,삼우커뮤니케이션,Samwoo Communication,제작사
1,20000004,20100033,필름뱅크(주),"FilmBank Co., Ltd.",배급사
0,19970051,20100957,씨네텍,,제작사
1,19970051,20139475,유영분장,Yuyoung Makeup,제작서비스-분장/헤어
0,20000031,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제작사
1,20000031,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20000031,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사
0,20000051,20100356,(주)시네마제니스 ,Cinema Zenith Entertainment,제작사
1,20000051,20100109,CJ ENM,CJ ENM,해외세일즈사
0,20000007,20100659,키노뱅크,,제작사
0,20000042,19990105,선우프로덕션(주),,제작사
1,20000042,20101759,패스21엔터테인먼트,,배급사
2,20000042,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사
0,20040500,20101728,콜럼비아트라이스타영화㈜,,제작사
1,20040500,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사
0,20000012,20100592,(주)신승수프로덕션,ShinSeungSoo Production,제작사
1,20000012,20100592,(주)신승수프로덕션,ShinSeungSoo Production,해외세일즈사
2,20000012,20062572,(주)씨네믹스코리아,"Cinemix Korea Co., Ltd.",제작서비스-사운드
0,20000027,20100655,태창흥업,,제작사
0,20000008,20100233,준필름,JUNE Film,제작사
0,20000054,20100122,넥스트필름(주),Next Films ,제작사
1,20000054,20100122,넥스트필름(주),Next Films ,배급사
0,20000002,20100167,기획시대(주),KiHweck ShiDae ,제작사
1,20000002,20100012,(주)신도필림,,배급사
2,20000002,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",해외세일즈사
0,20000043,20100546,강제규필름,KangJeGyu Films,제작사
1,20000043,20100546,강제규필름,KangJeGyu Films,해외세일즈사
2,20000043,20139475,유영분장,Yuyoung Makeup,제작서비스-분장/헤어
0,19970096,20111672,라르고 엔터테인먼트,Largo Entertainment,제작사
1,19970096,20100204,신필름(주),"Shin film Co., Ltd.",수입사
0,19970085,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19970085,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,수입사
0,19970074,20103893,골든하베스트,Golden Harvest,제작사
1,19970074,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,19970081,20104412,뉴라인 시네마,New Line Cinema,제작사
1,19970081,20100672,(주)서울필름,,수입사
0,19970078,20111682,와너 비전 필름,Warner Vision films,제작사
1,19970078,20100067,미라신코리아(주),Miracin Korea,제작사
0,19970066,20111681,뉴리전시 픽쳐스,New Regency Pictures,제작사
1,19970066,20100961,오스카픽쳐스,,수입사
0,19970070,20103826,게펜픽처스,Geffen Pictuers,제작사
1,19970070,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사
0,20081733,20100004,지오엔터테인먼트,ZIO Entertainment Inc.,제작사
1,20081733,20100438,메가픽쳐스제이씨(주),MegaPicturesJC.Co,배급사
2,20081733,20100438,메가픽쳐스제이씨(주),MegaPicturesJC.Co,제공
0,19970068,20103893,골든하베스트,Golden Harvest,제작사
1,19970068,20100012,(주)신도필림,,수입사
0,19960007,20100472,(주)제이콤,,제작사
1,19960007,20100109,CJ ENM,CJ ENM,배급사
0,20070587,20100036,㈜인디스토리,INDIESTORY Inc. ,제작사
1,20070587,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
2,20070587,20062177,김병우,KIM Byung-woo,해외세일즈사
0,20081698,20100434,(주)재하엔터테인먼트,Jaeha Entertainment Corporation,제작사
1,20081698,20100438,메가픽쳐스제이씨(주),MegaPicturesJC.Co,배급사
2,20081698,20100438,메가픽쳐스제이씨(주),MegaPicturesJC.Co,제공
3,20081698,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20080743,20100123,(주)싸이더스,Sidus Corporation,제작사
1,20080743,20100123,(주)싸이더스,Sidus Corporation,배급사
2,20080743,20100123,(주)싸이더스,Sidus Corporation,공동제공
3,20080743,20100877,골든네트워크아시아,Golden Network Limited Asia,해외세일즈사
0,20081605,20100915,㈜에스비에스,SBS,제작사
1,20081605,20100355,주식회사 루믹스미디어,Lumixmedia Inc.,배급사
0,20081569,20100123,(주)싸이더스,Sidus Corporation,제작사
1,20081569,20100123,(주)싸이더스,Sidus Corporation,배급사
2,20081569,20100123,(주)싸이더스,Sidus Corporation,공동제공
0,20081567,20100438,메가픽쳐스제이씨(주),MegaPicturesJC.Co,제작사
1,20081567,20100438,메가픽쳐스제이씨(주),MegaPicturesJC.Co,배급사
2,20081567,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20081369,20100803,(주)타임스토리 필름앤북스,Timestory Film&Books,제작사
1,20081369,20062596,(주)키노아이디엠씨,Kino Eye DMC,배급사
2,20081369,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20081367,20104172,제이에스시네마,JS Cinema,제작사
1,20081367,20062596,(주)키노아이디엠씨,Kino Eye DMC,배급사
2,20081367,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
3,20081367,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20080399,20100123,(주)싸이더스,Sidus Corporation,제작사
1,20080399,20100123,(주)싸이더스,Sidus Corporation,배급사
2,20080399,20100123,(주)싸이더스,Sidus Corporation,공동제공
3,20080399,20100877,골든네트워크아시아,Golden Network Limited Asia,해외세일즈사
4,20080399,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20081337,20100378,케이비에스미디어(주),,제작사
1,20081337,20101753,트윈픽처스,,제작사
2,20081337,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",배급사
0,20081200,20062408,(주)이라이트비전,,제작사
1,20081200,20100427,(주)스튜디오이쩜영,STUDIO 2.0,배급사
2,20081200,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20080268,20101103,(주)필름더데이즈,Film The Days,제작사
1,20080268,20101103,(주)필름더데이즈,Film The Days,배급사
2,20080268,20101103,(주)필름더데이즈,Film The Days,해외세일즈사
3,20080268,20110380,서울현상소,SeoulLab,제작서비스-로케이션
0,20080871,20100343,(주)씨네라가픽쳐스 ,,제작사
1,20080871,20101744,토이 엔터테인먼트,,배급사
0,20072673,20100809,㈜이룸영화사,iroom pictures,제작사
1,20072673,20100103,(주)쇼박스,Showbox Corp,배급사
2,20072673,20100269,쇼이스트(주),"ShowEast Co., Ltd.",해외세일즈사
0,20072057,20100445,이이필름(주),EE Films,제작사
1,20072057,20100109,CJ ENM,CJ ENM,배급사
2,20072057,20100109,CJ ENM,CJ ENM,해외세일즈사
3,20072057,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20072056,20100640,(주)디엔에이프로덕션,"DNA PRODUCTION CO.,LTD",제작사
1,20072056,20100853,디앤에이프로덕션,DNA PRODUCTION,제작사
2,20072056,20100109,CJ ENM,CJ ENM,배급사
3,20072056,20100109,CJ ENM,CJ ENM,해외세일즈사
4,20072056,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
5,20072056,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
0,20070203,20111662,(주)P&J시네마,P&J Cinema,제작사
1,20070203,20100250,무비즈엔터테인먼트㈜,Movies Entertainment,배급사
2,20070203,20100343,(주)씨네라가픽쳐스 ,,배급사
0,20080656,20100256,(주)필름캔 ,FILM CAN CO,제작사
1,20080656,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
2,20080656,20100256,(주)필름캔 ,FILM CAN CO,해외세일즈사
3,20080656,20110380,서울현상소,SeoulLab,제작서비스-현상
0,20080516,20100308,(주)라인픽처스 ,,제작사
1,20080516,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
0,20080471,20100650,㈜더드림앤드픽쳐스,The Dream&Pictures,제작사
1,20080471,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",공동제공
0,20080470,20100650,㈜더드림앤드픽쳐스,The Dream&Pictures,제작사
1,20080470,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",공동제공
0,20061225,20100178,㈜기억속의매미,"Cicada I Remember Co.,Ltd",제작사
1,20061225,20100178,㈜기억속의매미,"Cicada I Remember Co.,Ltd",배급사
2,20061225,20111654,독립영화전용관 인디스페이스,INDIE SPACE,배급사
3,20061225,20100178,㈜기억속의매미,"Cicada I Remember Co.,Ltd",해외세일즈사
0,20071047,20100231,(주)퍼니필름,,제작사
1,20071047,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
2,20071047,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공
3,20071047,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20072149,20100413,창작소 변자,Sensitive Strawberry Tree ,제작사
1,20072149,20100352,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd.",배급사
2,20072149,20100352,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd.",해외세일즈사
3,20072149,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20070661,20100425,블루버스 픽쳐스,BlueBus Pictures,제작사
1,20070661,20100292,(주)아이필름홀딩스,,제작사
2,20070661,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
3,20070661,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공
4,20070661,20100514,(주)아이에이치큐,"iHQ, Inc.",해외세일즈사
5,20070661,20111001,무비클로저,Movie Closer,제작서비스-음악
6,20070661,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20111468,20111341,(주)바이너리픽션,,제작사
1,20111468,20114863,타임스토리그룹(주),Timestory ,배급사
2,20111468,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20101241,20101136,(주)디앤디미디어,D&D Media,제작사
1,20101241,20114813,(주)영화사 조제,Film JoseE ,배급사
0,20072156,20100821,대림동팩토리,Daelimdong Factory ,제작사
1,20072156,20100821,대림동팩토리,Daelimdong Factory ,해외세일즈사
0,20081097,20101511,데빌그루픽처스,,제작사
0,20081031,20100481,고려영화(주),,제작사
0,20112632,20061283,맛있는필름,,제작사
1,20112632,20061594,건시네마,,제작사
2,20112632,20101156,어뮤즈,AMUSE,배급사
3,20112632,20110445,전주 영상위원회,Jeonju FIlm Commission,제공
4,20112632,20101156,어뮤즈,AMUSE,해외세일즈사
0,19880056,20100995,지미필림,,제작사
0,19830067,20101843,(주)동협상사,,제작사
0,19890060,20100995,지미필림,,제작사
0,19870080,20101039,동서영화㈜,,제작사
0,19860030,20060188,세경진흥(주),,제작사
0,19860074,20102211,홍파 프로덕션,,제작사
1,19860074,20102211,홍파 프로덕션,,배급사
0,20030121,20101496,(주)나라디지컴,,제작사
0,19890129,20103893,골든하베스트,Golden Harvest,제작사
0,19240008,20061158,㈜단성시네마,,제작사
0,19870041,20100989,경인필름,,제작사
0,19870082,20100465,(주)우진필림,,제작사
0,19870037,20103003,샘터,,제작사
0,20080692,20101021,한진흥업주식회사,,제작사
0,20050246,20100683,화풍흥업,,제작사
1,20050246,20100191,씨네마오병이어(주),,배급사
0,20081079,20101021,한진흥업주식회사,,제작사
0,19850078,20100980,현진필름,,제작사
0,19850077,20100115,신한영화(주),,제작사
0,19850075,20100980,현진필름,,제작사
0,19850071,20100683,화풍흥업,,제작사
0,19850070,20100319,연방영화(주) ,,제작사
0,19850066,20114662,국제,,제작사
0,19850063,20101843,(주)동협상사,,제작사
0,19850060,20100980,현진필름,,제작사
1,19850060,20101021,한진흥업주식회사,,제작사
0,19850061,20100319,연방영화(주) ,,제작사
0,19850059,20114662,국제,,제작사
0,19850058,20101843,(주)동협상사,,제작사
0,19850057,20060188,세경진흥(주),,제작사
0,19850052,20100475,태흥영화(주),Taehung Pictures,제작사
0,19850046,20100465,(주)우진필림,,제작사
0,19850045,20010158,대양필름(주),,제작사
0,19850044,20100115,신한영화(주),,제작사
0,19850043,20100980,현진필름,,제작사
0,19850040,20060188,세경진흥(주),,제작사
0,19850039,20101021,한진흥업주식회사,,제작사
0,19850038,20100980,현진필름,,제작사
0,19850037,20100008,(주)삼영필림,Samyoung Film,제작사
0,19850035,20100479,(주)화천공사,,제작사
0,19850033,20100319,연방영화(주) ,,제작사
0,19850032,20101843,(주)동협상사,,제작사
0,19890155,20102502,캐슬 락 엔터테인먼트,Castle Rock Entertainment,제작사
1,19890155,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,배급사
2,19890155,20101021,한진흥업주식회사,,수입사
0,19850028,20100115,신한영화(주),,제작사
0,19850027,20060188,세경진흥(주),,제작사
0,19850025,20114662,국제,,제작사
0,19850023,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",제작사
0,19850022,20101787,한림영화,,제작사
0,19850021,20101021,한진흥업주식회사,,제작사
0,19850016,20100465,(주)우진필림,,제작사
0,19850018,20101024,대영영화주식회사,,제작사
0,19850015,20101021,한진흥업주식회사,,제작사
0,19850014,20100488,동아흥행㈜,,제작사
0,19850013,20060167,남아진흥(주),,제작사
0,19850009,20101843,(주)동협상사,,제작사
0,19850010,20100478,합동영화(주),,제작사
0,19890043,20100981,스크린라인,,제작사
0,19850011,20101021,한진흥업주식회사,,제작사
0,19850006,20101024,대영영화주식회사,,제작사
0,19850004,20101024,대영영화주식회사,,제작사
0,19850003,20100963,세경영화㈜,,제작사
0,19850001,20101024,대영영화주식회사,,제작사
0,19890069,20100469,인창영화(주),,제작사
0,19900034,20100509,(주)한영필림,,제작사
0,19820086,20100655,태창흥업,,제작사
0,19890025,20101024,대영영화주식회사,,제작사
0,19880098,20102425,캐논 그룹,Cannon Group,제작사
1,19880098,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
2,19880098,20100486,동보흥행(주),,수입사
0,19890160,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19890160,20104383,모건 크릭 프로덕션즈,Morgan Creek Productions,제작사
2,19890160,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,배급사
3,19890160,20100980,현진필름,,수입사
0,19880217,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
0,19870039,20061158,㈜단성시네마,,제작사
0,20101399,20100297,(주)오죤필름,OZONE FILM,제작사
1,20101399,20122835,(유)대결문화산업전문회사,,제작사
2,20101399,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
3,20101399,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공
4,20101399,20061362,CJ창업투자(주),CJ Venture Investment,제공
5,20101399,20060081,(주)서울무비웍스,,공동제공
6,20101399,20063045,엠벤처투자(주),,공동제공
7,20101399,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공
8,20101399,20114833,케이티비네트워크(주),"KTB network. Co.,Ltd.",공동제공
9,20101399,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
10,20101399,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20110940,20229362,보이저1호,,제작사
0,20070287,20100574,한국예술종합학교 미디어콘텐츠센터,K’ARTS Media Contents Center,제작사
1,20070287,20100036,㈜인디스토리,INDIESTORY Inc. ,해외세일즈사
0,19830089,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",제작사
0,19890034,20100479,(주)화천공사,,제작사
0,20110004,20110861,(주)웃기씨네,,제작사
1,20110004,20110861,(주)웃기씨네,,배급사
0,20040658,20100169,씨앤필름(주),"C&Film Co., Ltd.",제작사
1,20040658,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20040658,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공
3,20040658,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사
4,20040658,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
5,20040658,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
6,20040658,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,19820077,20100488,동아흥행㈜,,제작사
0,20108611,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,20108611,20114665,남화,,수입사
0,19738069,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,19738069,20114664,한국예술영화주식회사,,수입사
0,20111787,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
1,20111787,20114667,세기,,수입사
0,19688008,20101726,콜럼비아,,제작사
1,19688008,20114667,세기,,수입사
0,20108650,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
1,20108650,20114662,국제,,수입사
0,20108635,20101175,랭크 필름 오가니제이션,Rank Film Organization,제작사
1,20108635,20114772,피카디리,,수입사
0,19718155,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19718155,20100943,화천,,수입사
0,19698050,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19698050,20114662,국제,,수입사
0,20119147,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,20119147,20100758,화성영화,,수입사
0,20108120,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사
1,20108120,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,19678004,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,19678004,20114662,국제,,수입사
0,20108110,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
1,20108110,20114667,세기,,수입사
0,20108115,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사
1,20108115,20114667,세기,,수입사
0,20119140,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,20119140,20101024,대영영화주식회사,,수입사
0,20108105,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사
1,20108105,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,20108101,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
1,20108101,20114667,세기,,수입사
0,19748202,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,19748202,20114662,국제,,수입사
0,20119135,20101378,유나이티드 아티스트,United Artists,제작사
1,20119135,20101016,우성사,,수입사
0,20108097,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
1,20108097,20114662,국제,,수입사
0,20108158,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,20108158,20100963,세경영화㈜,,수입사
0,19708006,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,제작사
1,19708006,20114667,세기,,수입사
0,20119133,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,20119133,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,20108125,20101378,유나이티드 아티스트,United Artists,제작사
1,20108125,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,20108728,20101378,유나이티드 아티스트,United Artists,제작사
1,20108728,20114665,남화,,수입사
0,19998688,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19998688,20101024,대영영화주식회사,,수입사
0,19638022,20101378,유나이티드 아티스트,United Artists,제작사
1,19638022,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,19708049,20101635,에이브이씨오엠버시픽쳐스,AVCO Embassy Pictures,제작사
1,19708049,20114653,불이무역(주),,수입사
0,19608108,20101378,유나이티드 아티스트,United Artists,제작사
1,19608108,20114667,세기,,수입사
0,19618054,20101378,유나이티드 아티스트,United Artists,제작사
1,19618054,20114667,세기,,수입사
0,20050328,20100686,민족문제연구소,Institute for Research in Collaborationist Activit,제작사
1,20050328,20100687,태평양전쟁피해자보상추진협의회,,제작사
2,20050328,20100612,아트플러스시네마네트워크,,배급사
3,20050328,20101162,(사)한국독립영화협회,The Association of Korean Independent Film & Video,배급사
4,20050328,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,19698124,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
1,19698124,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,20108122,20101670,워너브러더스사㈜,,제작사
1,20108122,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사
0,19860112,20103872,골렌골로버스프로덕션,Golan-Globus Productions,제작사
0,19758027,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,19758027,20101024,대영영화주식회사,,수입사
0,19780077,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,제작사
1,19780077,20100319,연방영화(주) ,,수입사
0,19758064,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
1,19758064,20114662,국제,,수입사
