actorId,actorName
29934,Brett Rice
1425156,Gina Gallagher
140237,Aaron Lustig
98611,Peter Palmer
1766817,Kathy Lockwood
82602,Nick Carter
1532886,Tim Rerucha
96595,Grant Shaud
60741,April Winchell
18863,Eric Darnell
184330,Gary Schwartz
23659,Will Ferrell
58317,Chris Kattan
61981,Michael Clarke Duncan
8170,Eva Mendes
87295,Richard Grieco
34735,Loni Anderson
28640,Molly Shannon
70260,Dwayne Hickman
214142,Raquel Gardner
91035,Jessica Brooks Grant
197545,Josh Paddock
1233838,Maggie McCarthy
1576333,Carin Sprague
1576334,Wilma Bonet
76234,Matt Salinger
19979,June Carryl
6818,Werner Herzog
1075044,Benjamin Brock
1237748,London Freeman
1576335,Phaedra Neitzel
1817,Linda Cardellini
46929,Ivonne Coll
60434,Dee Snider
19022,Constance Cummings
18861,Zero Mostel
19178,Dick Shawn
71898,Lee Meredith
47504,Estelle Winwood
105813,Christopher Hewett
2172,Andréas Voutsinas
72680,Ron Carey
43805,Pamela Stephenson
71676,Mary-Margaret Humes
67674,Rudy De Luca
175037,Leigh French
9808,David Arkin
30610,Barbara Baxley
30612,Timothy Brown
30615,Robert DoQui
40310,Anne Lambton
39186,Karl Johnson
1985,Saul Williams
203683,Sonja Sohn
6780,Vonetta McGee
98797,Hari Rhodes
66079,Madolyn Smith Osborne
1190224,Savely Kramarov
37713,Taliesin Jaffe
37714,James McEachin
271352,Mary Jo Deschanel
2368,Elya Baskin
13309,Oprah Winfrey
8354,Albert Hall
32774,Beah Richards
1770964,Vertamae Grosvenor
70958,Nick Stabile
166807,Gordon Michael Woolvett
39596,Tricia Vessey
1131554,Evan Silverberg
171865,Rufus Read
11621,Bruce Norris
35980,Brooke Langton
9633,Richard Hamilton
4886,Norman Reedus
61151,Jan Tříska
55959,Mickey Cottrell
174037,Michael Reid MacKay
106911,James Black
42545,Ron Jeremy
55623,Michael Dean Jacobs
55625,Robyn Lynne Raab
55626,Andrew Kemler
18914,Gregory Sierra
31903,Henry Winkler
67764,Jerry Reed
37947,Lawrence Gilliard Jr.
20819,Peter Dante
58477,Jonathan Loughran
112,Cate Blanchett
12763,Joseph Fiennes
37758,Eric Cantona
33285,Brandy Norwood
33286,Matthew Settle
18285,Jennifer Esposito
56487,Adam LaVorgna
67704,Hugh Dillon
33432,Arija Bareikis
33644,Paula Prentiss
71733,Nanette Newman
12521,Kenneth McMillan
20564,Tony Musante
61011,Clarke Peters
143532,Zoë Nathenson
1210671,Joe Brown
12889,Ray Baker
28167,Don Galloway
15762,Tara Strong
89784,Phyllis Diller
7911,Joe Ranft
123037,Jonathan Harris
21125,Richard Kind
18,Brad Garrett
10369,Divine
34119,Lyle Talbot
44763,Edward D. Wood Jr.
3243,Robert Armstrong
3242,Fay Wray
3245,Frank Reicher
18649,John Randolph
6772,Julius Harris
14103,Mark Blum
69751,Charley Boorman
41229,Meg Foster
921,Brigitte Nielsen
58210,"Ernie Reyes, Jr."
1229106,Terry Richards
55654,Janet Ågren
68411,Sô Yamamura
10660,Tanya Roberts
10661,Grace Jones
10663,Fiona Fullerton
99366,Manning Redwood
10513,Robert Brown
9878,Lois Maxwell
10462,Geoffrey Keen
35881,Jean Rougerie
6637,Frank Finlay
44233,Mathilda May
10505,Michael Gothard
26707,Nicholas Ball
27237,G. W. Bailey
57349,Bubba Smith
14672,Michael Winslow
186816,Marion Ramsey
22252,Leslie Easterbrook
15212,Art Metrano
9997,Scott Thomson
42206,Matt McCoy
141429,Lance Kinsey
45386,Mary Stein
45586,Magda Szubanski
212913,Nathan Kress
94743,Jerry Springer
52116,Wendy Raquel Robinson
62146,Rob Brownstein
41275,Blake Gibbons
62148,Tyler Cole Malinger
62147,Joey Zimmerman
34902,Jane Horrocks
2302,Adam Fogerty
15011,Brent Briscoe
54635,Tom Carey
1832086,Jack Walsh
21027,Mika Boorem
66741,Taylor Handley
1219029,Paul F. Tompkins
120952,Dweezil Zappa
1215262,Jay Johnston
2518,Gregg Henry
51547,James Avery
169893,Amick Byram
91022,Aria Curzon
17881,Jason Schwartzman
56819,Dudley Moore
158833,Sydney Penny
62033,Doug McGrath
4304,John Russell
16578,Julia Nickson
16580,George Cheung
16581,Andy Wood
16556,Jack Starrett
15824,Chris Mulkey
16558,John McLiam
16559,Alf Humphreys
16561,David L. Crowley
16562,Don MacKay
16563,Charles A. Tamburro
6783,Spiros Focás
16604,Sasson Gabai
16605,Doudi Shoua
16606,Randy Raney
16607,Alon Aboutboul
22767,Alfonso Aráu
236686,Manuel Ojeda
57312,Zack Norman
1178195,Eve Smith
140586,Joe Nesnow
103565,José Chávez
587901,Evita Muñoz
194670,Tahnee Welch
64929,Jack Gilford
13260,Linda Harrison
16525,Joe Spinell
80745,Lee Ving
984,Nicholas Rowe
31921,Sophie Ward
33054,Keith Gordon
56124,William Zabka
68759,Terry Farrell
1213951,Kimberlin Brown
130281,Sam Kinison
14882,Jackie Gleason
92687,Johnny Yune
19403,Conrad Janis
53931,Sandy Martin
88031,Eddie Velez
56117,Martin Kove
23916,Randee Heller
15905,Robyn Lively
65205,Sean Kanan
57676,Katie Sagona
26716,Heather Burns
43894,Hallee Hirsh
2617,Cara Seymour
125055,Sara Ramirez
61659,Chris Messina
33394,Maria Doyle Kennedy
47590,Holly Aird
56614,Ray Stevenson
8767,Jim Caviezel
22123,Jordana Brewster
33716,Terry Moore
19977,Liam Aiken
9572,Mary Alice
94511,Taj Mahal
58473,James Otis
133,Peter Sarsgaard
53176,John Gatins
1639,Emily Watson
18616,David Morrissey
42276,Rupert Penry-Jones
11085,Anthony Edwards
10691,April Grace
951387,Prudence Wright Holmes
118937,Dennis Boutsikaris
170392,Wally Dunn
188049,Lonnie Farmer
92309,Sherman Augustus
27037,Levan Uchaneishvili
81410,Katie Barberi
81411,Ron MacLachlan
168581,Holly Robinson Peete
56266,Fred Gwynne
10226,David Hedison
70564,Patricia Owens
71779,Betty Lou Gerson
16764,Charles Herbert
12153,Torben Meyer
20211,John Getz
14668,Daphne Zuniga
61167,Frank C. Turner
1159,Steven Bauer
9629,Jon Gries
14254,Tracy Reed
113922,John DiSanti
27798,Marilyn Burns
122454,Allen Danziger
151363,Kate Hodge
15070,Ken Foree
93796,Marc Price
93795,Tony Fields
81516,Matthew Laborteaux
169375,Gail Youngs
2367,Helmut Qualtinger
2370,Volker Prechtel
2371,Feodor Chaliapin Jr.
2377,Michael Habeck
2376,Urs Althaus
2173,Valentina Vargas
62014,Barry Miller
1769,Sofia Coppola
45481,Vanity
114271,Robert Trebor
51576,Chuck Norris
33322,Melody Anderson
1105,Sonny Landham
54813,Patrice Martinez
54814,Philip Gordon
42146,Kai Wulff
6832,Melissa Leo
80376,Diego Serrano
44464,Mike Maas
6251,Karlheinz Böhm
68422,Moira Shearer
30141,Maxine Audley
35315,Brenda Bruce
47549,Jack Watson
83909,Shirley Anne Field
1135040,Pamela Green
1567845,John Barrard
199885,Robert Crewdson
1103,Bill Duke
199298,Trevor St. John
9998,Joey Slotnick
1226231,Deborah Kellner
172734,Don Yesso
1178622,Cynthia Mace
1349629,Harry S. Murphy
153694,Bethel Leslie
49835,Tom Aldredge
156774,Viveka Davis
97943,Raphael Sbarge
1390847,Richard Hamilton
8492,Rosemary Murphy
163537,Steven Eckholdt
1461219,Susan Brightbill
1685460,David Paris
56358,Patricia Belcher
1559637,Jennifer Lamb
26999,Chris Owen
52794,David Herman
105701,Joe Bays
15099,Paul Willson
102309,Kinna McInroe
116428,Todd Duffey
84816,Greg Pitts
1077910,Linda Wakeman
1077911,Jennifer Jane Emerson
1077912,Kyle Scott Jackson
18270,Orlando Jones
11661,Kate Hudson
26930,Amy Morton
34490,Sarah Paulson
83052,Linda Thorson
26066,Joe Flanigan
44404,Juliet Mills
83053,Hope Alexander-Willis
41732,Nina van Pallandt
21958,Mark Rydell
19440,Warren Berlinger
56265,Dale Midkiff
56267,Brad Greenquist
13938,Michael Lombard
57422,Jared Rushton
102714,Terence Knox
57082,John Stockwell
41219,Christine Belford
66288,Roberts Blossom
156818,Gina Hecht
52883,Pat Corley
83436,Nita Talbot
78851,Carolyn Craig
78852,Richard Long
78853,Carol Ohmart
78854,Alan Marshal
78855,Julie Mitchum
4299,Dean Martin
18803,Van Heflin
69810,Dana Wynter
19411,Lloyd Nolan
109701,Barbara Hale
152666,Gary Collins
34981,"Efrem Zimbalist, Jr."
6178,Roy Thinnes
89040,Ed Nelson
151644,Larry Storch
14064,Norman Fell
83987,Beverly Garland
93655,Guy Stockwell
102209,Erik Estrada
151447,Kip Niven
83788,Irene Tsu
103707,Austin Stoker
73177,Sharon Gless
45285,Christiane Schmidtmer
2962,Robert Foxworth
73149,Monte Markham
33848,Gil Gerard
103087,Maidie Norman
22494,Arlene Golonka
96348,Monica Lewis
41264,Pamela Bellwood
592129,Dar Robinson
12149,Richard Widmark
19207,Timothy Bottoms
30043,Susan Strasberg
38711,Robin Riker
29313,Dean Jagger
40429,Jack Carter
32791,Brian Keith
121144,Joseph Campanella
14528,Yul Brynner
24319,Norman Bartold
24321,Victoria Shaw
24322,Linda Gaye Scott
24324,Michael T. Mikler
24325,Terry Wilson
24326,Anne Randall
154181,Anne Bellamy
12426,Charles Seel
83398,Wade Crosby
1214642,Nora Marlowe
14501,Peter Ustinov
13259,James Daly
18643,James Franciscus
18645,Paul Richards
18648,Natalie Trundy
99829,Severn Darden
4307,Claude Akins
35040,Paul Williams
18666,Don Murray
18647,Bradford Dillman
18735,Rock Hudson
40181,Lorne Greene
88163,Marjoe Gortner
40433,Barry Sullivan
44719,Victoria Principal
89750,Gabriel Dell
15135,Alain Delon
22553,Susan Blakely
35319,Sylvia Kristel
6657,Bibi Andersson
29314,Charo
18859,Andrea Marcovicci
106572,Martha Raye
31366,Jimmie Walker
29541,Sybil Danning
60158,Shirley Jones
42176,Veronica Hamel
78309,Paul Picerni
21358,Jon Kit Lee
163801,Andrew Pang
11868,Sean Patrick Thomas
11871,Alaina Reed Hall
11872,Deborah Offner
974,Dexter Fletcher
975,Nick Moran
976,Jason Statham
980,Vinnie Jones
982,Sting
987,Lenny McLean
535895,Mitchell Anderson
23495,Jonathan Jackson
21134,John Slattery
171243,Wil Horneff
21124,Paula Garcés
59201,Lisa Emery
6164,Josh Lucas
51390,Emily Bergl
52477,Zachery Ty Bryan
6281,Charlotte Ayanna
52478,Rachel Blanchard
57881,Heidi von Palleske
5942,Barbara Gordon
12452,Shirley Douglas
57880,Stephen Lack
65704,Andrew Lowery
2857,Libby Villari
28657,Matthew Fox
101478,Barbara Shelley
30705,Michael Gwynn
69764,Laurence Naismith
101513,Richard Warner
101514,Jenny Laird
58339,Ian Hendry
39065,Alan Badel
87420,Barbara Ferris
105823,Alfred Burke
1220981,Sheila Allen
64221,Dan Monahan
27739,Jennifer Jostyn
56356,Gina Philips
1216752,Frank Medrano
175604,Shanna Moakler
1418566,Marc Bossley
84707,Michael Fairman
1042333,Athena Maria Bitzis
154171,David Strickland
20217,Janet Carroll
151384,Meredith Scott Lynn
1273694,George Wallace
30621,Bert Remsen
1084211,Julie Ivey
1672742,Danny Scalf
58928,Pat Crawford Brown
1672743,Carter Reedy
1072708,Kara Hamilton
58637,William Marquez
226537,Libby Whittemore
65423,Mike Pniewski
1355926,Taylor Gilbert
1673836,Francisco De Ramírez
174906,Shelly Desai
1210675,Chad Ridgely
1673838,Rob Springer
1374849,Bill Coates
80770,Leon Lamar
1831728,Bob King
99043,Dan Biggers
97058,Joseph Runningfox
45397,Bill Brochtrup
1212688,Hattie Winston
1871254,Patrizia Leonet
41640,Tovah Feldshuh
1810,Heath Ledger
56867,Mark McKinney
22126,Jessica Cauffiel
62846,Charlie Dell
60018,Tom Riis Farrell
149486,Carlease Burke
39195,Elsa Zylberstein
70230,Jeremy Theobald
18082,Timothy Olyphant
19307,Suzanne Krull
59284,Desmond Askew
55536,Melissa McCarthy
15012,Katharine Towne
87360,Michael Taliferro
18471,Anthony Anderson
5419,Saïd Taghmaoui
1844,Til Schweiger
41088,Jason Segel
34543,Summer Phoenix
41557,Ever Carradine
76102,Gene Dinovi
21594,Chris Klein
58032,Jessica Campbell
88949,Mark Harelik
58741,Phil Reeves
543715,Anne-Marie Cadieux
56731,Jessica Alba
92024,Brad Gorton
92025,Charlotte Brittain
35053,Đơn Dương
195286,Sarah Flind
23608,Colin Stinton
3902,Sara Stewart
31551,Zachary Scott
31844,Ann Blyth
5740,Lee Patrick
22948,Veda Ann Borg
21682,Jo Ann Marlowe
11500,Butterfly McQueen
50880,Robert Beltran
83151,Kelli Maroney
19434,Sharon Farrell
100552,Mary Woronov
78619,David L. Lander
75889,Michael Caton
106772,Max Wright
35596,Deon Richmond
828,Guy Torry
54429,Maia Campbell
49551,Aloma Wright
40059,Chris Stafford
40060,Tina Holmes
33190,Pernilla August
31925,Hugh Quarshie
33197,Ahmed Best
11007,Ray Park
11115,Peter Serafinowicz
116,Keira Knightley
20806,Silas Carson
33198,Andrew Secombe
1074722,Lewis Macleod
61965,Greg Proops
25441,Steve Speirs
589398,Jerome Blake
33186,Alan Ruscoe
37055,Benedict Taylor
1198147,Clarence Smith
1427789,Karol Cristina da Silva
1427790,Liz Wilson
1427792,Candice Orwell
8535,Gloria Stuart
76764,Bill Buell
71824,Erik Jensen
2205,Jessica Capshaw
76339,Claudio Santamaria
78828,Zita Johann
2125,David Manners
78829,Arthur Byron
1550,Edward Van Sloan
1234783,Bramwell Fletcher
3247,Noble Johnson
5962,Yvonne Furneaux
69249,Eddie Byrne
85345,Felix Aylmer
87071,Raymond Huntley
9900,George Pastell
24340,Michael Ripper
33967,Dennis Moore
103347,Ramsay Ames
81168,Dick Foran
102363,Peggy Moran
35849,Wallace Ford
30417,George Zucco
30228,Cecil Kellaway
96721,Charles Trowbridge
14970,Tom Tyler
48064,Sig Arno
95054,Leon Belasco
45380,Turhan Bey
33230,John Hubbard
123121,Elyse Knox
150212,Mara Hobel
171600,Harry Goz
55278,Jackie Cooper
3381,Glenn Ford
31364,Sarah Douglas
9309,Richard Pryor
21520,Sam Wanamaker
1062160,Mark Pillow
1548,Helen Chandler
1549,Dwight Frye
2126,Herbert Bunston
3947,Frances Dade
30686,J. Carrol Naish
133788,Elena Verdugo
30415,Anne Gwynne
30416,Peter Coe
30112,Glenn Strange
2923,Colin Clive
29814,Mae Clarke
29815,John Boles
2643,Josephine Hutchinson
29602,Edgar Norton
30133,Evelyn Ankers
30134,Janet Ann Gallow
32192,Olaf Hytten
30135,Barton Yarborough
21878,Doris Lloyd
13343,Lawrence Grant
29600,Holmes Herbert
29817,Lionel Belmore
30143,Ilona Massey
14873,Maria Ouspenskaya
101499,Hazel Court
30187,Robert Urquhart
30188,Melvyn Hayes
95312,Louise Allbritton
94217,Robert Paige
107684,Frank Craven
76974,Warren William
34184,Fay Helm
2099,J. M. Kerrigan
3371,Forrester Harvey
98052,Harry Cording
9097,Gibson Gowland
34535,Annie McEnroe
61144,Reb Brown
103071,John Agar
46949,Gilda Radner
66781,Margaret Sheridan
56444,Robert Cornthwaite
74542,Barbara Rush
15978,Charles Drake
12355,Russell Johnson
40212,Dave Willock
56442,Gene Barry
103079,Ann Robinson
2648,Les Tremayne
85740,Faith Domergue
84230,Ian Keith
69811,King Donovan
106017,Joan Taylor
81182,Morris Ankrum
82749,Grandon Rhodes
82747,John Zaremba
82750,Larry J. Blake
131005,Cynthia Patrick
38232,Hugh Beaumont
56924,Nestor Paiva
153443,Phil Chambers
102328,Rodd Redwing
87518,Robin Hughes
121217,Frank Baxter
34103,Eddie Parker
101575,David Hess
14785,Harry Guardino
81180,Carl Benton Reid
4963,Woody Strode
69934,Nick Cravat
160541,Joe Maross
91707,Mary LaRoche
7446,Emma Chambers
19923,Hugh Bonneville
7025,Richard McCabe
7028,Dylan Moran
71570,Justin Chadwick
16240,Stefano Dionisi
10729,Charlotte Coleman
1036581,Gustavo Salmerón
103833,John Aylward
1484867,Thomas Q. Morris
3282,Sara Gilbert
1189668,Isidra Vega
137417,Lee Holmes
53923,Aunjanue Ellis
203660,Fred Schneider
219917,Tom Colicchio
21549,Chad Lowe
29298,Eric McCormack
93035,Oliver Muirhead
141715,Irene Grazioli
141716,Anita Laurenzi
38571,John Beasley
37206,Boyd Kestner
19227,Brad Beyer
21179,John Benjamin Hickey
308843,Rick Dial
119713,Bruce Vilanch
21462,Raquel Welch
170664,Michael Feinstein
75710,Lynette Curran
75711,Anthony Hayes
75712,Jeanette Cronin
75713,Anna Lise Phillips
7249,Pete Smith
2981,Akbar Kurtha
80417,Sarah-Jane Potts
79363,Peter Phelps
1573174,Marlene Katz
27238,Brian McNamara
52043,Stuart Pankin
162605,Kathy Kinney
152696,Mary Carver
140591,Jane Marla Robbins
1434979,Theo Schwartz
1573198,Cori Wellins
157909,Chance Boyer
1573659,Nathaniel Spitzley
1213749,Lois de Banzie
1573632,Warren Rice
1334990,Robert Frank Telfer
28033,Arthur J. Nascarella
122546,Al Palagonia
112693,Roxana Zal
21593,Jason Biggs
4012,Spencer Treat Clark
941147,Viviane Vives
64182,Bill Barretta
3138,Kathy Griffin
26853,Michael C. Williams
26851,Heather Donahue
71727,Betty White
4095,David Lewis
87740,Tim Dixon
21430,Natassia Malthe
6240,Mariska Hargitay
15032,Jed Rees
21110,Richard Leacock
8875,David Margulies
101652,Jennifer Runyon
562314,Slavitza Jovan
55930,Steven Tash
51549,Jordan Charney
1164427,Tom McDermott
80148,John Ring
84684,Norman Matlock
189816,Joe Cirillo
1164428,Joe Schmieg
950927,Roger Grimsby
44127,Larry King
106223,Joe Franklin
16418,Casey Kasem
157996,Rhoda Gemignani
158287,Murray Rubin
1164429,Larry Dilg
184770,Danny Stone
157512,Patty Dworkin
158765,Jean Kasem
1164430,Lenny Del Genio
172538,Frances E. Nealy
185147,Sam Moses
65924,Christopher Wynkoop
1164431,Winston May
29685,Kurt Fuller
131667,Ben Stein
60252,Cheri Oteri
85931,D. L. Hughley
16619,Mr. T
19149,Tori Spelling
19225,Christian Campbell
19226,John Paul Pitoc
59645,Kel Mitchell
5129,Paul Reubens
61649,Pras
19468,Gerry Becker
67602,Corbin Bleu
64066,Philip Bolden
183838,Emmy Laybourne
865,Michael Bay
75604,Yul Vazquez
129759,Reg Rogers
13451,Jane Morris
41886,Mark Polish
41887,Michael Polish
163642,Michele Hicks
3336,Coleen Gray
3337,Vince Edwards
3338,Jay C. Flippen
2097,Ted de Corsia
19217,Frank Silvera
14505,Harold J. Stone
14506,Joanna Barnes
12445,Sue Lyon
93846,Googy Gress
1379424,Darryl Henriques
33060,Ramon Bieri
33688,Conrad Roberts
42558,Charlotte Lewis
97695,Peter Kwong
4960,Charles Bronson
15753,Jill Ireland
786,Stephen Elliott
13310,Willard E. Pugh
55435,David Allen Brooks
26666,Amanda Pays
140253,Talia Balsam
92810,Julia Montgomery
158733,Timothy Gibbs
32556,Ronald Pickup
14830,Vincent Gardenia
83600,Tichina Arnold
115787,Danny John-Jules
102757,Mak Wilson
1353187,Barbara Rosenblat
1330820,Kevin Scott
30647,Mel Welles
28906,Richard Chamberlain
5131,Diane Salinger
157485,Geoffrey Scott
16376,Larry David
15903,George Carlin
1217505,Gary Morgan
1165,Paul Shenar
29382,Carl Lumbly
24519,Scott Valentine
21730,Joan Jett
57756,Gene Simmons
78111,Eli Danker
21944,Burt Kwouk
93951,John Serret
86267,Ana Gasteyer
1269763,G.D. Spradlin
10859,Ryan Reynolds
19545,Jack Angel
78317,Bob Bergen
1075148,Michael Bird
4940,Trevor Morgan
1106256,Angelica Page
11618,Greg Wood
11614,M. Night Shyamalan
52861,Peter Anthony Tambakis
11619,Jeffrey Zubernis
1217630,Janis Dardaris
1455909,Sarah Ripard
20388,KaDee Strickland
1444793,Kate Kearney-Patch
1457917,Nico Woulard
92486,Keith Woulard
1128450,Patrick McDade
6839,Fritz Weaver
13937,Charles Keating
13939,Ritchie Coster
1583695,George Christy
1217626,Tony Cucci
13946,Paul Burke
13947,Biff McGuire
71770,Stephen McCole
80145,Jemma Redgrave
22159,Martin Clunes
5090,Adrian Grenier
53441,Aleksa Palladino
78439,John Shea
122550,Marni Lustig
1628317,Tennison Hightower
52708,Andy Davoli
93737,Lim Kay Tong
35768,James DeBello
104151,Karyn Dwyer
28110,Christina Cox
104156,Ann-Marie MacDonald
75948,Marya Delver
75655,Alex Dimitriades
116367,Rudolph Valentino
29582,Nita Naldi
1352432,Casson Ferguson
97993,Gertrude Olmstead
41247,Len Cariou
65776,Martha Burns
28871,Eugene Lipinski
14105,Stephanie Faracy
102722,Olive Sturgess
29645,John Dierkes
81481,Darryl Hickman
96458,Patricia Cutts
62881,John Kerr
5685,Barbara Steele
77485,Luana Anders
66610,Elizabeth Shepherd
22969,Jane Asher
101504,David Weston
29909,Nigel Green
48958,Debra Paget
102841,Maggie Pierce
16063,David Frankham
66609,Jonathan Scott-Taylor
29327,Rossano Brazzi
14062,Don Gordon
66612,Lisa Harrow
14415,Julie Hagerty
15013,Chad Everett
2062,Kent McCord
154072,Phil Buckman
2086,Pierre Cosso
21177,Thierry Lhermitte
24454,Tom Novembre
39061,Maria Machado
1117048,Ben Salem Bouabdallah
185296,Charles Maquignon
1619468,Chris Bearne
86441,Alan McKenna
587137,Hervé Sogne
1633263,Christian Magnani
58384,Anthony Waller
25103,Jean-Claude Deret
99934,David F. Friedman
1660267,Pieter Riemens
1660278,Pierre Bodry
68209,Michael Oliver
559324,Ellen Locy
12206,Richard Roxburgh
1451740,Christian Manon
12708,Peter Billingsley
65235,Kiana Tom
65236,Bill Goldberg
11321,Heidi Schanz
2927,Gavin Gordon
100589,John Sutton
100581,Lenita Lane
31772,Darla Hood
258715,Elaine Edwards
20957,Rachel McLish
5789,Horst Buchholz
2537,Sonny Chiba
20960,Rob Estes
98970,Thomas Meighan
148787,Theodore Roberts
55836,José Wilker
46500,Carl de Vogt
19899,Dennis Storhøi
19900,Daniel Southern
19903,Richard Bremmer
20387,Clea DuVall
68180,Gary Grubbs
7571,Blair Brown
55962,Louis Mustillo
57358,Brant von Hoffman
35219,Corey Burton
167689,Dyllan Christopher
1748602,Ashley Yarman
61401,Jeremy Bergman
1226764,Jeremy James Kissner
36169,Cheryl Ladd
113910,Steven Hartley
47525,Andrew Bicknell
6012,Daniel Auteuil
38877,Marianne Denicourt
24722,Cyril Shaps
111195,Jamie Harris
2441,Tom Hollander
22113,Judson Mills
49971,Jennifer Ehle
71084,Paul Higgins
47735,Julie Graham
9284,Thomas Kopache
15029,Enrico Colantoni
131879,Dick Latessa
17857,Shaun Toub
152993,Gene Wolande
94553,Jamie Marsh
1313808,Teddy Vincent
944614,Rebecca Klingler
10750,Sheryl Crow
124909,Danny Hoch
15555,Piper Perabo
59785,Fat Joe
342,Eugene Byrd
4451,Mark Webber
13789,Richard Barthelmess
33741,Rita Hayworth
87698,Allyn Joslyn
14666,Victor Kilian
103671,John Carroll
103789,Don Barry
30297,"Noah Beery, Jr."
34241,Stanley Brown
145237,Micheál MacLiammóir
130223,Suzanne Cloutier
145238,Hilton Edwards
145239,Nicholas Bruce
129723,Ken Olin
151286,Tony Spiridakis
27813,Michael Zelniker
50707,Ed Marinaro
13313,Adolph Caesar
68750,Robert Townsend
27652,Paul Angelis
10592,John Lennon
10215,Paul McCartney
10593,George Harrison
10594,Ringo Starr
8210,Wes Bentley
68842,John Cho
9634,Kent Faulcon
64189,Ara Celi
166961,Sue Casey
1397945,Brenda Wehle
3078,David Byrne
58026,Teresa Ann Savoy
10596,Norman Rossington
599196,John Taylor
47652,Martin Kemp
180730,Jade Gordon
191769,Maria Richwine
545335,Amy Johnston
31467,William Ragsdale
18981,Amanda Bearse
13688,Karin Viard
14832,Herb Edelman
19098,Mabel Albertson
59641,Ted Hartley
31431,Nigel Terry
31196,Nicholas Clay
3204,Lanny Flaherty
8499,William Windom
74492,Gino Conforti
148115,Barbara Cook
148116,Gary Imhoff
97832,Carol Channing
47096,Roger Daltrey
11370,Elton John
2585,Eric Clapton
89656,John Entwistle
96410,Keith Moon
122884,Paul Nicholas
24682,Robert Powell
47098,Pete Townshend
1459,Tina Turner
938127,Arthur Brown
98569,Vince Van Patten
59442,Peter Barton
100617,Suki Goodwin
23621,Hannah Taylor-Gordon
23622,Éva Igó
11664,Zooey Deschanel
50095,Jason Ritter
148112,Kristin Lehman
162754,Francis Guinan
72638,Tracy Letts
6108,Emily Procter
77156,Kevin Clash
120608,Sonia Manzano
90776,Roscoe Orman
31837,Dane Cook
1252940,Filip Nikolic
1212467,Natalia Cigliuti
23944,Emma Wiklund
78501,Melissa Joan Hart
40980,Susan May Pratt
17303,Ali Larter
77803,Keri Lynn Pratt
31712,William Converse-Roberts
70830,Faye Grant
1250,Alexander Armstrong
18025,Ben Miller
30437,Iain Robertson
80536,David Walliams
26209,Matt Lucas
98105,Noel Fielding
1154546,Brian Allard
1154547,Amber Arrigotti
141692,Johnny Whitaker
70990,Will Geer
83806,Arch Johnson
20604,Janice Rule
122004,Roger C. Carmel
102267,Richard Rust
85940,Arthur Franz
118754,Tom Mardirosian
143466,Lanny Ross
37203,Jason Beghe
104873,Kate McNeil
79584,Angus Scrimm
61101,Matt Moore
30002,Guy Kibbee
2226,Sydney Pollack
51072,Kate Mara
36423,Tom Green
44169,Jason Blicker
52956,Jennifer Irwin
130101,Rob Stefaniuk
131009,Natalie Radford
69575,Chuck Campbell
1239427,Jack Newman
1234256,Dan Redican
1346644,Alicia Goranson
91384,Amelia Heinle
28639,Carmen Electra
1226835,Markus Redmond
86273,Lisa Rotondi
46772,Marc Blucas
31167,Elizabeth Mitchell
1220746,Shera Danese
44275,Rosemary Dunsmore
19753,Debbie Lee Carrington
14319,Lycia Naff
160474,Marc Alaimo
59221,Michael Gregory
100230,Mickey Jones
790,Michael Champion
12887,Mel Johnson Jr.
65618,J. A. Preston
156237,Kim Zimmer
102928,Thom Sharp
90198,Lyman Ward
70753,Bill Kerr
55192,Verna Bloom
95597,Jack Ging
102426,Billy Curtis
199813,Scott Walker
33544,Walter Barnes
106611,Paul Brinegar
31210,Richard Bull
40056,Inger Stevens
8493,Ruth White
35322,Alan Hale Jr.
12406,Paul Le Mat
67949,Sonny Bono
67950,Ruth Brown
12725,Celia Johnson
12728,Joyce Carey
12729,Cyril Raymond
12730,Everley Gregg
408,James Keach
3011,Linda Manz
41406,Stuart Margolin
19216,Jean Peters
85409,Max Showalter
51717,Gerald Mohr
131229,Mark Roberts
99662,Mitzi Gaynor
99663,Juanita Hall
866,Russ Brown
89162,Ken Clark
8699,Michael Nouri
31114,Lilia Skala
31116,Sunny Johnson
31117,Philip Bruns
1367324,Ron Karabatsos
81689,Lucy Lee Flippin
1237185,Durga McBroom
1027773,Liz Sagal
14738,Malcolm Danare
31118,Don Brockett
69056,Stacey Pickren
18391,Lee Marvin
108655,Trini López
10598,Victor Spinetti
29309,Patrick Cargill
94713,Warren Mitchell
30119,Alfie Bass
9907,Honor Blackman
9908,Gert Fröbe
9909,Shirley Eaton
9910,Tania Mallet
9911,Harold Sakata
9913,Cec Linder
9914,Austin Willis
9901,Nadja Regin
95129,Margaret Nolan
9896,Daniela Bianchi
96973,Pedro Armendáriz
9898,Lotte Lenya
9871,Ursula Andress
9872,Joseph Wiseman
9873,Jack Lord
9875,Zena Marshall
9876,John Kitzmiller
9877,Eunice Gayson
9879,Peter Burton
10775,William Daniels
44261,John Rubinstein
100047,Mary Pickford
10229,Roy Stewart
71725,Jake Sandvig
71726,Casey Boersma
18031,Ruth Gemmell
57286,Noah Fleiss
65148,Max Ligosh
73210,Louis Zorich
69098,Catherine Oxenberg
125026,Patty McCormack
94036,Nancy Kelly
30538,Evelyn Varden
2776,William Hopper
154971,David Rappaport
80927,Leland Palmer
80928,Ann Reinking
