movieId,adult,popularity,originalTitle,overview,tagline,openDt,posterPath,directorId,genreId,countryId,runtime
16768,0,5.27075,An Evening with Kevin Smith 2: Evening Harder,In this second Q&amp;A with Kevin Smith he now enters the homes of some of his fans in Toronto and London.,,2006-11-28,/a32Qvy02vcT4qeyYJrAZyddienW.jpg,0,35,US,239
16800,0,0.976978,Roman Polanski: Wanted and Desired,Examines the public scandal and private tragedy which led to legendary director Roman Polanski's sudden flight from the United States.,,2008-01-18,/i6yGmzOhfOftTIxDLu2kozg0qcN.jpg,0,99,GB,99
16902,0,4.15028,The Private Lives of Elizabeth and Essex,This period drama frames the tumultuous affair between Queen Elizabeth I and the man who would be King of England.,Elizabeth I's love for the Earl of Essex threatens to destroy her kingdom.,1939-11-11,/EBrjn7NdA9ZstiRpWZmY1kG72Y.jpg,4109,18,US,106
16905,0,4.73845,Captain Blood,Errol Flynn leads a group of slaves to freedom and piracy.,A million dollars worth of adventure!,1935-12-19,/A7KVw2ffhijrBOibfvKB1mTwS39.jpg,4109,12,US,119
16909,0,0.47826,Skyggen,J.B. (Lars Bom) - an ultra-talented Webmaster of an illicit cyber-domain known for massive amounts of illegal money transfers is captured and is put under suspicion by the cyber-domain boss named Stoiss (Jørgen Kiil) when an intruder hacks into the system and steals the Stoiss??s money. Stoiss sticks a heart controller device on J.B. and gives him 35 hours to find who took his money or he dies.,,1998-08-28,/1CRFp2QDX4PiDQpVyob3Ox327nY.jpg,0,878,DK,97
16962,0,5.01763,Barbie Fairytopia: Magic of the Rainbow,Elina goes to a fairy school to learn dancing and fairy magic. The spring of the fairy land is soon threatened by evil Laverna who intends to prevent fairies from performing the annual vital rainbow dance. Elina must stop quarreling with her fellow students and unite them to save the first bud of the spring.,,2007-01-01,/uiS2uQBXBSsz2Zxzrdn2ppARkw1.jpg,0,16,US,75
16980,0,8.66676,The Last Days of Disco,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,History is made at night.,1998-05-29,/h4xnwIVcbhSAuD6rr1E1JwS4NMx.jpg,78188,35,US,113
17009,0,9.06368,Jetsons: The Movie,George Jetson is forced to uproot his family when Mr. Spacely promotes him to take charge of a new factory on a distant planet.,The first movie from the family that's truly ahead of its time!,1990-06-06,/kZNZ2OFJG5FUA0kXWY7pqgCUnS9.jpg,13594,16,US,82
17021,0,0.859022,Adam & Steve,Follows two New York city couples -- one heterosexual and one gay who explore the peaks and the valleys of their respective relationships.,,2006-03-31,/srAqsaBhn3IQDvmiMkp4pXh3F7x.jpg,0,35,US,99
17035,0,7.11869,The Moguls,Sex sells in America and these guys know it. The Amateurs follows a small town band of loveable losers who hit upon an idea that can make their dreams and fantasies come true. Thinking they've found the road to riches and fame they decide to make the world's most innocent adult film. Everyman's fantasy turns into a hilarious misadventure when they find they're in way over their heads.,,2005-02-06,/vPa5qbPXvmhkwUTfpCTHUJPncFk.jpg,0,35,DE,96
17058,0,6.36075,Scarlet Street,A man in mid-life crisis befriends a young woman after rescuing her from an attack. She believes he is rich and her boyfriend persuades her to con him out of his fortune.,The things she does to men can end only one way - in murder!,1945-12-28,/xA0DAwYIPqeKi0PSGywfC6LePPN.jpg,68,18,US,103
17073,0,1.93042,American Swing,Chronicles the rise and fall of 1970s New York City nightclub Plato's Retreat.,,2008-01-01,/lkWLjr4qzJxwYL2oxAY8PUiuIvB.jpg,0,99,US,81
17074,0,4.03048,The Batman Superman Movie: World's Finest,Joker goes to Metropolis with an offer and plan to kill Superman for Lex Luthor while Batman pursues the clown to Superman's turf,Cleaning up the planet one villain at a time.,1998-08-18,/rrF3S9lmTQKu1368awR6hE16wy9.jpg,0,28,US,64
17136,0,6.26666,The Woman in the Window,A seductive woman gets an innocent professor mixed up in murder.,It was the look in her eyes that made him think of murder.,1944-11-03,/6Ni2E3tUUvNFQ2zlLAbO0T3V0IG.jpg,68,18,US,99
17143,0,1.37416,Fast Track: No Limits,An action movie centered around a group of street racers.,This street race is about to get deadly,2008-02-21,/2UXVGsFfBJvpK6Btn0RW5mVIru6.jpg,0,28,DE,96
17168,0,1.04783,The Temp,A series of mysterious accidents at a food company lead a manager to suspect his impressive new temporary secretary.,Don't get mad. Get promoted.,1993-02-12,/mtyya9bCLnWaK8yeA9tNTscnKNk.jpg,64796,18,US,99
17200,0,1.86036,Helter Skelter,"""""""The investigation of two horrific mass murders leads to the capture and trial of the psychotic pseudo-hippie Charles Manson and his """"""""family"""""""".""""""",,1976-04-01,/6vuUsjO2oLnvdI2T0GEvBP5Zmki.jpg,18592,80,US,184
17204,0,1.68636,Paradise Lost: The Child Murders at Robin Hood Hills,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,Witchcraft or witch hunt?,1996-12-03,/1vrdUPOYC6QcBW1zFoMZuSxilR8.jpg,69237,99,US,150
17209,0,2.88883,Madhouse,A young psychiatric intern unearths secrets about the mental health facility in which he works.,Let the insanity begin.,2004-07-30,/wEVNTUl8Uc5tht3BCVAzhuB5TiD.jpg,0,27,US,91
17221,0,2.98436,Where the Sidewalk Ends,Tough NYC police detective Dixon misses out on a promotion because of his record of roughing up suspects. When he accidentally kills a suspect in a murder case he plants clues to absolve himself. But when the father of a woman he recently fell in love with is accused of the crime his plan looks like it's back firing.,Only a woman's heart could reach out for such a man!,1950-07-07,/27Q0i6ZjmRnjfvegksunixnLxuG.jpg,834,28,US,95
17236,0,4.36425,Whirlygirl,After a run in with a hot exotic dancer one wintry night straight-laced prep school student James will find himself on the ride of his life. Risking his future he follows this mysterious woman to New York City - ditching school dodging cops and partying at hot nightclubs along the way.,,2006-05-02,/vfgYyizaEKa37XvmLTaZhY7GgEV.jpg,0,10749,US,99
17258,0,3.79998,The Pick-up Artist,A womanizer meets his match when he falls for the daughter of a gambling addict who is in debt to the mob.,The Pick-Up Artist... has finally met his match.,1987-09-18,/7A0NSddt0qc6tVFVZQBSG0eHnwK.jpg,56381,10749,US,81
17334,0,3.43851,The Other End of the Line,An employee at an Indian call-center travels to San Francisco to be with a guy she falls for over the phone,,2008-10-29,/bTNtmNqCdEfXdDfqQwG5y2qkqR3.jpg,61848,35,IN,106
17360,0,9.86526,Escape to Victory,A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,The Germans planned a spectaular match - the prisoners planned a spectacular escape.,1981-06-17,/wHbwsEtXRWxncYvH7LCYuQ19MOo.jpg,6593,28,US,116
17365,0,4.43233,The Parallax View,An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the worlds headlines.,As American as apple pie,1974-06-14,/6jIZ8PUGQ0wnACtQok2dzpFJVlm.jpg,6349,80,US,102
17464,0,7.43009,Breakin' 2: Electric Boogaloo,"""""""The dance crew from """"""""Breakin'"""""""" bands together to save a community center from a greedy developer bent on building a shopping center in its place.""""""",They're Back... For Everyone Who Believes In the Beat.,1984-12-21,/lJM6ihKdiVAJs3bbQ3JJjVwg1wC.jpg,72543,18,US,94
17465,0,4.20466,Youngblood,A skilled young hockey prospect hoping to attract the attention of professional scouts is pressured to show that he can fight if challenged during his stay in a Canadian minor hockey town. His on-ice activities are complicated by his relationship with the coach's daughter.,The ice... The fire... The fight... To be the best.,1986-01-31,/7kAHedM7qX3FrnOuicJu2H0KPWg.jpg,0,18,US,110
17495,0,0.483387,Whatever Lola wants,A Brooklyn postal worker follows her Egyptian boyfriend to Cairo where she takes belly-dancing lessons from a legendary but disgraced Egyptian dancer.,,2007-12-11,/37nv9oRZ7WpTVlfpfrjJgipWk5l.jpg,285104,18,CA,115
17496,0,4.56659,Urban Cowboy,Hard Hat Days Honky-Tonk Nights. John Travolta stars as a young man from the country who learns about life and love in a Houston bar.,Hard Hat Days And Honky-Tonk Nights.,1980-06-06,/8NGTRIx6oOhlV1sOof9zfR2jcnM.jpg,14838,18,US,132
17582,0,0.510151,Khamsa,No overview found.,,2008-10-08,/wBg33kJ4U6VpimLEgU1ONMZKhGf.jpg,118513,18,FR,110
17584,0,3.98148,Blue Hill Avenue,A child of a middle class home with solid moral values is lured into a world of crime and corruption.,,2001-01-01,/s2P8vQEmdw6efhoADy5lD7wgFkK.jpg,0,80,US,128
17585,0,3.64464,Surviving the Game,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.,The ultimate manhunt.,1994-04-15,/8SILtvmd0DCJeBTTWnwO7lur1S7.jpg,15521,28,US,96
17590,0,3.81474,Deathtrap,A Broadway playwright puts murder in his plan to take credit for a student's script.,When a man has murder on his mind be sure you don't fall into a...Deathtrap.,1982-03-19,/3av5l5YyGnwiqLqlNPtXmJq7g9B.jpg,39996,35,US,116
17618,0,2.6277,Laid to Rest,A terrifying story of a young girl who wakes up in a casket with a traumatic head injury and no memory of her identity. She quickly realizes she was abducted by a Deranged Serial Murderer and in an isolated rural town she must survive the night and outsmart the technologically inclined killer who is hellbent on finishing what he started.,,2009-04-02,/6JhOu2G3YdlNJlZcppEOCjL7Mmq.jpg,0,53,US,90
17664,0,10.3132,The Horse Soldiers,A Union Cavalry outfit is sent behind confederate lines in strength to destroy a rail supply center. Along with them is sent a doctor who causes instant antipathy between him and the commander. The secret plan for the mission is overheard by a southern belle who must be taken along to assure her silence.,John Ford's Thundering Spectacle,1959-06-11,/3jr9phgjNKbHed5UFVvc8bDjvtC.jpg,8500,10752,US,115
17669,0,2.84544,The Last Templar,An adaptation of Raymond Khoury's novel about a New York archaeologist researching the lost secrets of the medieval Knights Templar.,,2009-01-01,/uZcfoDuozxNEchp98FAvN5cRrRC.jpg,113889,36,CA,170
17689,0,6.38933,The Gauntlet,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness named Gus Mally from Vegas. Mally turns out to be a belligerent prostitute with mob ties and incriminating information regarding a high-placed figure.,Clint Eastwood is the man in the middle of The Gauntlet,1977-12-21,/vojzvKay2QT2eGwvfGBkFfJQlcj.jpg,190,18,US,109
17691,0,1.99963,4 for Texas,Frank Sinatra plays a tough guy who hooks up with fellow rat packer Dean Martin to open a casino in this western.,The far out story of the far west,1963-12-25,/veaGBlOE8pfsJun0JtDeqmnKvdB.jpg,18392,35,US,124
17728,0,11.9788,Wieners,A road trip comedy about three friends who travel across the country in a Wiener Wagon to beat up a popular daytime talk show therapist.,,2008-06-03,/seDGTtO5EPNNcEd8nMRAH4dtqzF.jpg,0,35,US,89
17731,0,1.13813,The Fluffer,Johnny Rebel is a charismatic heterosexual man who makes his living acting in gay porn. His live in girlfriend Babylon is a stripper so she understands the reality of working in the sex industry. Sean McGinnis doesnt. He is a 22-year-old kid who comes to Los Angeles to get into movies and gets sidetracked when he sees a Johnny Rebel video and becomes instantly obsessed. Sean becomes further drawn into the porn scene when he becomes a cameraman for Johnnys company and triggers off a series of events that will change all their lives forever.,Love is hard.,2001-02-11,/5mxnapx9RBIAYnRr6vy0OPeYmD1.jpg,82335,35,US,95
17761,0,2.95561,The High and the Mighty,Dan Roman is a veteran pilot haunted by a tragic past. Now relegated to second-in-command cockpit assignments he finds himself on a routine Honolulu-to-San Francisco flight - one that takes a terrifying suspense-building turn when disaster strikes high above the Pacific Ocean at the point of no return.,The 2-Year Best-Seller Sensation! The Year's Greatest Cast!,1954-07-03,/mNxVcxH2IqQoMJtk47YjkaiS1Jb.jpg,14643,28,US,147
17768,0,10.1763,A Funny Thing Happened on the Way to the Forum,A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.,Something for Everyone!,1966-10-16,/oaLNX8olrN6M757WbCZOK1hzEDR.jpg,10586,35,GB,99
17771,0,2.55556,Sunshine,The fate of a Hungarian Jewish family throughout the 20th century.,,1999-09-13,/6CaqAGL7TJSFIF5lBTQZ8cgvMb5.jpg,225898,18,AT,181
17775,0,0.310111,Toronto Stories,Various lives intersect over the course of 48 hours in Canada's largest and most culturally diverse city.,,2008-01-01,/wZp7fDbA81hDq3wE1SVyXk2sOw0.jpg,19766,18,CA,89
17806,0,1.89902,Forever Lulu,A schizophrenic romantic tracks down her college sweetheart to help her find their son she gave up for adoption sixteen years ago to the dismay of his new wife.,,2000-01-01,/pdjPA1LgKVVlkdwu4MFubCtxEVg.jpg,0,18,DE,95
17814,0,11.8818,Assault on Precinct 13,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,L.A.'s deadliest street gang just declared war on the cops.,1976-11-05,/nKwww1DA43Y1H5XfHdaGFxIIXzD.jpg,0,28,US,91
17820,0,2.01799,Show Boat,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat.,It's NEW!,1951-07-13,/9qxeyQk0Wzw0M4ABIF8hc8nS5D7.jpg,21506,10402,US,107
17829,0,1.26663,A Song Is Born,The story of seven scholars (including Danny Kaye and Benny Goodman) in search of an expert to teach them about swing music. They seem to have found the perfect candidate in winsome nightclub singer Honey Swanson (Virginia Mayo). But Honey's gangster boyfriend doesn't want to give her up.,,1948-10-19,/Iatl0QlGS7SFxEQxEFsqMqmMt.jpg,11435,28,US,113
17885,0,1.25249,The Amazing Dr. Clitterhouse,A wealthy society doctor decides to research the medical aspects of criminal behaviour by becoming one himself. He joins a gang of thieves and proceeds to wrest leadership of the gang away from it's extremely resentful leader.,... a thunderbolt of thrills and intrigue!,1938-07-30,/kj1Wepf7hoPMW1OLtCTVu8LcP51.jpg,37361,18,US,87
17894,0,7.56638,The Beautician and the Beast,The story follows the misadventures of a New York City beautician who is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,Once upon a time...,1997-02-07,/2XrA1Kq1USLQJCh0uZv3WWfYUBm.jpg,29009,35,US,105
17911,0,4.56695,Mega Shark vs Giant Octopus,The California coast is terrorized by two enormous prehistoric sea creatures as they battle each other for supremacy of the sea.,Winner... Eats... All!,2009-05-19,/7iKy7AS6K4xgL82PFOowI4fRRE6.jpg,65242,27,US,90
17926,0,1.49469,Undiscovered,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.,They Know Each Other By Heart.,2005-08-26,/jfUDwW8GMsEA9BeWRMdRc1MOJ5b.jpg,0,35,US,97
17927,0,6.31221,Fired Up!,2 Guys. 300 Girls. You Do the Math. The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,2 Guys. 300 Girls. You Do the Math.,2009-02-20,/bHhLZIg9VKsconJdnwIoUTqakEG.jpg,82511,35,US,90
17963,0,5.51214,Gone Nutty,Scrat tries to finish his rather large collection of acorns when things start going nutty.,,2002-10-21,/rHbWE4fvgofEoLm5lEuAZftFCNu.jpg,5714,16,US,5
17971,0,7.92242,Midnight Madness,A genius grad student organizes an all-night treasure hunt in which five rival teams composed of colorful oddballs furiously match wits with one another while trying to locate and decipher various cryptic clues planted ingeniously around Los Angeles.,The most fun you'll ever have...in the dark!,1980-02-08,/vxzQbGOLxOxi6S5wbTGTEcwCwfk.jpg,44481,35,US,112
18019,0,3.35377,Julius Caesar,The assassination of the would be ruler of Rome at the hands of Brutus and company has tragic consequences for the idealist and the republic.,,1953-06-04,/oVxPED3bkDuJhYsqSzcp6JeCk62.jpg,10601,18,US,120
18033,0,1.28969,Nora Roberts' Montana Sky,The wealthy stock dealer bequeaths his Montana farm to the three daughters provided they would live there together at least for a year.,,2007-02-05,/eVIU7J3xBmE5K9xOWpiabbTaYj3.jpg,0,18,US,96
18044,0,1.18777,Ogre,A vicious Ogre rules over a town that has been stuck in time since the 1800's.,,2008-03-08,/11CHM9Cw3MyoL6bsXusyG6Az5lY.jpg,88039,27,CA,90
18047,0,2.6242,Brian's Song,Based on the real-life relationship between teammates Brian Piccolo and Gale Sayers and the bond established when Piccolo discovers that he is dying.,,1971-11-30,/9gIFX04l07UalFhSX98kp8xpm7b.jpg,0,18,US,73
18072,0,5.68241,Pure,A young boy trying to deal with his mother's heroin addiction befriends a waitress who helps him cope with the tough situation.,,2002-09-13,/ztSuHVM4sjw4EbyfM2DZVNxHn6O.jpg,0,18,GB,96
18085,0,1.54077,Roving Mars,Join the Mars rovers Spirit and Opportunity for an awe-inspiring journey to the surface of the mysterious red planet.,A Whole New World Awaits.,2006-01-27,/bc7kxn7JfjHQAqTmhZUNAPjAcw.jpg,42081,99,US,40
18093,0,8.89509,Northanger Abbey,A young woman's penchant for sensational Gothic novels leads to misunderstandings in the matters of the heart.,,2007-03-25,/gfriIxpAnJRtjbMvcdg90aYTIdz.jpg,0,18,GB,93
18113,0,4.64043,National Lampoon Presents Dorm Daze,Chaos and misunderstandings ensue in a coed dorm,,2003-09-26,/y3cVjPxb3MOaogv1P2SCdUCOoyN.jpg,0,35,US,96
18116,0,1.28976,American Zombie,Documents the daily lives of a small community of the living deceased who make their home in Los Angeles.,We're here. We're dead. Get used to it!,2007-01-18,/8bgfzt0d1B0O4e7qdyEc8l00qts.jpg,0,35,KR,90
18118,0,4.13784,Mackenna's Gold,"""""""The gangster Colorado kidnaps Marshal McKenna. He believes that McKenna has seen a map which leads to a rich vein of gold in the mountains and forces him to show him the way. But they're not the only ones who're after the gold; soon they meet a group of """"""""honorable"""""""" citizens and the cavalry crosses their way too - and that is even before they enter Indian territory.""""""",A Giant of a movie,1969-03-18,/cMYf7OQup0qlbD3oJB8PjFwTeiC.jpg,18669,12,US,128
18165,0,4.9145,The 24th Day,Tom and Dan's one-night stand turns into an intense power-play between captor and captive.,The next lie you tell may be your last.,2004-05-06,/md5oeybkAP5nawhWOm0xvhh5EXd.jpg,0,18,US,96
18208,0,1.00873,Beautiful Ohio,An entire family comes of age during the early 1970s.,You can't resist being who you are.,2006-11-10,/mIOaRDL6uzlmTkLgPxT5JxbnlTN.jpg,21549,18,US,91
18222,0,6.14645,Poison Ivy: The New Seduction,A sinister seductress vows to destroy a suburban family.,All the rules are about to be broken.,1997-01-01,/zoJYW6qDORHWctx6vC4HgyRKBOk.jpg,0,53,US,93
18223,0,2.84929,Poison Ivy: The Secret Society,A mysterious death of a young college student occurs late one night at a prestigious New England college...,,2008-07-27,/yK8bbW5vUP8wQRIEL7strmyJy99.jpg,0,53,CA,95
18229,0,1.81511,Passage to Marseille,Matrac (Humphrey Bogart) is a freedom-loving French journalist who sacrifices his happiness and security to battle Nazi tyranny.,,1944-02-16,/aXSyIXD34vnrA8IxpuKjUGVjnTX.jpg,4109,12,US,109
18242,0,0.381704,The Secret Adventures of Tom Thumb,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,A nursery crime of epic proportions...,1993-12-10,/1X9xCx8onIKeW9yMO6zDFf3KHZg.jpg,0,16,GB,61
18254,0,5.46322,Reds,A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.,Not since Gone With The Wind has there been a great romantic epic like it!,1981-12-25,/5GMPURI5crYPsgS3Gy8Gz9Zh063.jpg,6449,18,US,195
18256,0,2.26977,Castle Freak,John has inherited a castle and Italy and he moves there with his wife Susan and their blind daughter Rebecca. What they don't realize is that there is somebody else in the castle. An abused child left to die in the basement who has now become the castle freak and is out to wreak havoc.,Hideous... hungry... and loose!,1995-08-04,/eeO3BIHJoI3sabtkqfYOStdbOwm.jpg,27991,53,US,95
18287,0,2.41225,Support Your Local Gunfighter,A con artist arrives in a mining town controlled by two competing companies. Both companies think he's a famous gunfighter and try to hire him to drive the other out of town.,,1971-05-26,/hH8Wgd3p25qIt5yoCVwHZcUPOY9.jpg,0,28,US,91
18292,0,2.74507,George Washington,A delicately told and deceptively simple story of a group of children in a depressed small town who band together to cover up a tragic mistake.,,2000-10-01,/i9vynOXKFg335C4fVdbvohy9Te7.jpg,64141,18,US,89
18299,0,8.19668,Love in the Afternoon,Lovestruck conservatory student Adriane pretends to be just as much as a cosmopolitan lover as the worldly mature Frank Flannag hoping that l??amour will take hold.,Love is a game any number can play... especially in the afternoon...,1957-06-30,/szqbwEUt3TVWKLrQBiZiwR98Zi5.jpg,3146,35,US,130
18316,0,4.4467,Black Dog,An ex-con takes a job driving a truck cross country. What he doesn't know is that the truck is filled with illegal weapons and now he must fight to survive and save his family.,The rules of the road are simple. Don't turn back.,1998-05-01,/ov3xpvjZxQ24kJPCgAu3eJ5y8S2.jpg,40230,28,FR,88
18375,0,0.599556,A Stranger's Heart,Man and woman (Peter Dobson and Samantha Mathis) fall in love in a heart transplant facility. They are both attracted to a little girl (Mary Matilyn Mouser) who turns out to be the orphan of their heart donors...,Sometimes Love Comes Twice in a Lifetime.,2007-05-05,/4po7CGcsBrolg0gUJMCN9zPZktR.jpg,115447,18,US,0
18392,0,4.53792,Embrace of the Vampire,An 18-year-old college freshman is seduced by a handsome vampire lover who introduces her to a dark world of carnal desires.,Between innocence and evil lies the seduction.,1995-05-30,/uOxKpn3aY4N6JQy49pKdoIz5STE.jpg,0,27,US,92
18404,0,1.90201,Cattle Call,A guy starts a fake casting agency in hopes that he will meet his soul mate.,,2006-06-01,/uL9rt0IrLUEJNn33h7Bv7hJDA7e.jpg,146801,35,US,83
18417,0,3.81649,The Other Sister,"""""""A mentally challenged girl proves herself to be every bit as capable as her """"""""perfect"""""""" sister when she moves into an apartment and begins going to college.""""""",A love story for the romantically challenged.,1999-02-26,/bIqYI0DrUhtbWv7SI1KSP6bk8q5.jpg,1201,35,US,130
18447,0,0.312988,The Young Land,An American gunslinger kills a Mexican man in California immediately after the Mexican-American war. The killer is arrested and put on trial for murder with the Hispanic population waiting to learn of American justice.,,1959-05-01,/zWAZgAk8HvHXhHPfMoFfOZ0n1hs.jpg,4346,28,US,89
18476,0,7.45595,Horsemen,A recently widowed detective still grieving over his wife's death discovers a shocking connection between himself and the suspects in a serial killing spree linked to the Four Horsemen of the Apocalypse.,Four victims. Four painful secrets.,2009-02-06,/dvbXO2IzX3A2ujEa2ROB3spgO7d.jpg,0,80,CA,90
18477,0,3.09433,The Hills Have Eyes Part II,A group of young and wild motocross racers venture through the desert and are stranded at an old mining ranch. They soon realize that they are being watched by a group of savage cannibals unknown to the civilized world. The film is full of flashbacks to the original film; even the dog has a flashback.,So you think you're lucky to be alive...,1984-06-01,/5rVCjl4D3jigaaMx0Nv6IqRu08H.jpg,5140,27,GB,86
18480,0,8.54389,Brüno,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,Borat was so 2006,2009-07-08,/tqvApLFIzYBr8MIqi22VSIilHN7.jpg,6767,35,US,83
18493,0,2.14186,Chronos,Carefully picked scenes of nature and civilization are viewed at high speed using time-lapse cinematography in an effort to demonstrate the history of various regions.,A visual and musical journey through time,1985-05-10,/5njJindPUNDkhKsBIPpJcbunOkV.jpg,68994,99,US,43
18539,0,1.07222,Tobacco Road,Shiftless Jeeter Lester and his family of hillbilly stereotypes live in a rural backwater where their ancestors were once wealthy planters. Their slapstick existence is threatened by a bank's plans to take over the land for more profitable farming.,"""""""ON THE SCREEN AT LAST! The Picture you've waited eight years to see...Picturized by the men who gave you """"""""GRAPES OF WRATH""""""""""""""",1941-02-20,/A9XJftM8yq0rh3Zfl7sTigCkGkd.jpg,8500,35,US,84
18548,0,1.25085,Filth and Wisdom,Filth &amp; Wisdom is a poignant view of the lives of three not quite ordinary friends settled into meaningless jobs that barely keep them afloat while helping to finance their dreams of bigger and brighter futures. Their unqiue yet universal stories capture their struggles that are at turns funny and tragic but always brutally honest. Their intertwined lives explore the inevitable: a path paved with filth will often end in wisdom and one paved with wisdom will often end in filth.,,2008-02-13,/9wxkkN5o9El8bxhdL4kvKxxgukN.jpg,3125,35,GB,81
18555,0,3.18689,Foxfire,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.,It took them 17 years to learn the rules. And one week to break them all.,1996-08-23,/3LR8l22YXY8DuBKnF79HO59V5iX.jpg,0,28,US,102
18557,0,2.14606,Acolytes,Three teens blackmail a serial killer into helping them get rid of a violent bully.,Nothing stays buried forever.,2008-09-20,/8K7Za4SfXpORVIgAYIHdSYjwCpo.jpg,0,80,AU,91
18569,0,1.2407,Made for Each Other,A couple struggle to find happiness after a whirlwind courtship.,Heartbreak...!,1939-02-10,/zlnh8cD8XHD9vUJC1KtDQf0cwuO.jpg,31497,35,US,92
18586,0,0.97551,The Hottest State,A young actor from Texas tries to make it in New York while struggling in his relationship with a beautiful singer/songwriter.,What happens when your first love is love itself?,2006-09-02,/tek1OJ3sq6e1MM3g0fL3HGpuaW6.jpg,569,10402,US,117
18589,0,0.464565,The Abductors,Someone is stealing cheerleaders and other pretty girls and selling them to the highest bidder. Female super sexy spy Ginger is soon employed to investigate the disappearances. She does so by going undercover with a fellow agent and doing whatever is necessary to put an end to the operation and take down the leaders.,,1972-01-28,/1apaynZr407cTLjHekh97uiL9u3.jpg,0,28,US,90
18590,0,1.39906,The Architect,An architect engages in conflict with an activist who lives in a dangerous complex the architect designed.,,2006-12-01,/jYdvNcumrVzbjkhTr1Y68pKIWN.jpg,0,18,US,82
18596,0,1.37754,The Jammed,A young Australian woman (Emma Lung) reluctantly agrees to help a Chinese mother search for her missing daughter and becomes involved in human trafficking and the sex slave trade.,They were promised a new life in the lucky country.,2007-01-01,/fogDWNPI6D6sVU3TqOGIBiPpjhj.jpg,0,18,AU,89
18612,0,10.161,The Desperate Hours,Escaped convicts terrorize a suburban family they're holding hostage.,A reign of violence sweeps the screen,1955-10-05,/5S4Y3gOYI0npu9oqfwmls6EKpSi.jpg,10001,80,US,112
18613,0,1.04809,Fugitive Pieces,A child escapes from Poland during World War II and first heads to Greece before coming of age in Canada.,,2007-09-06,/lglk6VfVHvqqXjwXgzyHoo5uSX2.jpg,88391,18,CA,104
18690,0,1.18583,Spinout,Band singer/race driver Mike McCoy must choose between marrying a beautiful rich girl and driving her father's car in a prestigious race.,...singing! ...chasing! ...racing ...romancing! ...swinging!,1966-12-14,/6KuDfcsSkPOAiknNgbwEEbD54G6.jpg,82800,18,US,90
18710,0,3.66954,Capone,The story of the rise and fall of the infamous Chicago gangster Al Capone and the control he exhibited over the city during the prohibition years.,The Man Who Made the Twenties Roar,1975-04-16,/rxnyb4IFTg1u3e5x9INJmhmZRbW.jpg,102627,80,US,101
18711,0,1.53473,Silver City,The discovery of a corpse threatens to unravel a bumbling local politician's campaign for governor of Colorado.,,2004-09-17,/cFikozlPUtD5i3U9ajhMyj7RT2T.jpg,102445,35,US,128
18759,0,7.7902,The Cell 2,The Cusp is a serial killer who kills his victims and then brings them back to life; over and over again; until they beg to die! Maya is a psychic investigator who gained her powers after a 1 year coma after she was the Cusp's first victim! Now the Cusp Killer is back and Maya has little time to do what she has never done before: go into the mind of a killer unprotected and save his latest victim.,In the mind of a mad man,2009-02-27,/5bkVfZukcfv6dK5ISY1LbWU47gs.jpg,0,27,US,94
18776,0,3.45548,The Spirit of St. Louis,Charles 'Slim' Lindbergh struggles to finance and design an airplane that will make his New York to Paris flight the first solo transatlantic crossing.,One of the Great Advnetures of Our Time !,1957-04-19,/8Rz55oPiWfjVd437l7HXxA2Piet.jpg,3146,28,US,135
18826,0,2.3553,Spring Breakdown,Three women in their thirties head to a popular Spring Break destination and try to relive the Spring Break they never had.,,2009-05-22,/rP6wvCc6zH6GJvKsSmdFInAI1Qh.jpg,83653,35,US,84
18858,0,4.09463,Irresistible,A wife and mother is consumed by the thought that her husband's co-worker is trying to win him away from her and their family.,A secret is not safe if the truth has a witness.,2006-04-18,/sZb2QWelRxgDKIio5UMDAQfpsSU.jpg,0,18,AU,103
18869,0,1.9939,Jimmy and Judy,Two misunderstood suburban kids challenge society and run from the police while documenting all of their deeds with a digital camera.,,2006-01-01,/5v9y8NbxM8e1vKjJRHIRz7BVkZo.jpg,0,28,US,99
