companyId,companyName
243,CB Films
310,Centre National de la Cinématographie
324,Flach Films
1071,Spice Factory
16105,Dakota Films
3380,Spirit Dance Entertainment
30833,Visual Arts Entertainment
59952,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)"
59955,Burro Productions
443,Big Talk Productions
53047,De Wolfe Music
53048,Inside Track 2
39958,Great Movie Ventures
41954,Producciones Tepeyac
41955,Oscar Dancigers Production
94728,Johanna
13733,the filmgroup
4701,American Independent Productions
10899,Due West
10900,Cyrkfilms
10901,Ministère de la Culture
10902,Spanish Ministry of Culture
53987,Fantail Films Inc.
892,Qwerty Films
23488,Kanzeon
3235,Brookwell-McNamara Entertainment
15312,ChickFlick Productions
446,Thinkfilm
25918,Eulogy Productions LLC
25919,Ovation Entertainment
6120,Richard St. Johns Productions
11580,Cross Country
1303,Cadre Films
1048,CCC Filmkunst GmbH
21719,Chilton Films
23438,Friday Night Lights LLC
23439,MDBF Filmgesellschaft mbH & Company KG
15106,Riding the Bullet Production
51854,Spin Prods. LLC
768,Ghost House Pictures
829,Vertigo Entertainment
830,Senator International
4710,Fellah Pictures
57751,Patalex Productions
1187,Michael London Productions
12157,Sideways Productions Inc.
7302,Filmax Entertainment
7956,Castelao Producciones
9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
52107,ICF
289,Ingenious Film Partners
8763,Inside Track 1
20456,National Lottery through UK Film Council
52724,Film Council Premiere Fund
52725,Untitled 03
8583,Minds Eye Entertainment
177,Columbia TriStar
85999,absolutely productions
86000,stella street ltd.
2061,Twisted Pictures
55405,Saw Productions Inc.
2233,Bristol Bay Productions
2234,Baldwin Entertainment Group
8833,Anvil Films
54030,Academy Films
54031,March Entertainment
3502,Alquimia Cinema
134,Rogue Pictures
1836,Contrafilm
1838,Firm Films
11357,Atlantic Television
560,Film Colony
19097,Junction Entertainment
8921,United Plankton Pictures
54997,WR Universal Group
18720,Robert Stone Productions
12202,WV Films III
8851,Shawn Danielle Productions Ltd.
42209,Peter Frankfurt Productions
5533,Jerry Lewis Productions
3865,York Pictures Corporation
15122,Patti Enterprises
52766,Seven Hills Pictures
52767,Cinealpha KG
8922,Turner Entertainment
12599,Bernhard-Vidor Productions Inc.
34578,Aquifilm
64522,Victorious Films
29749,Jesse L. Lasky Feature Play Company
38154,Maurice Tourneur Productions
70279,Metro Pictures
28472,Gloria Swanson Pictures
13892,RKO Pathé Pictures
4977,Larry Darmour Productions
17738,Majestic Pictures
4114,Lone Star Production
4603,Edward Halperin Productions
4604,Victor Halperin Productions
14197,British National Films
21633,Ernst Lubitsch Productions
4217,War activities committee of the motion pictures industry
6308,U.S. Office of War Information
9386,First Motion Pictures Unit US Army Air Forces
3257,International Pictures
14273,Jean Renoir Productions
14274,Loew-Hakim
4995,International Pictures (I)
15957,Roy Del Ruth Productions
605,Rampart Productions
10852,Wald/Krasna Productions
5110,Michael Balcon Productions
77138,"Intl Union of Mine, Mill & Smelter Workers"
77139,Independent Production Company (IPC)
1321,Transcona Enterprises
53220,Sevilla Films
53221,Filmorsa
53222,Cervantes Films
4076,Associated Dragon
5077,Amalgamated Productions
14049,Producers Associates
13999,Avon Productions (II)
14047,Roger Corman Productions
5695,Carmel Productions
18651,Bartlett-Champion Productions
18653,Delta Enterprises Inc
38536,El Monte Productions
14916,Brynaprod S.A.
11735,Robert E. Kent Productions
7312,Carousel Productions (II)
12201,Pathé-America Distributing Company
32994,Monmouth
32995,Diane Productions
32996,Jason Films
32997,Monica Corp.
3266,Otto Preminger Films
44751,Vision Associates Productions
44752,Lisa and David Company
12354,Fairway International Pictures
13867,British Lion-Columbia Distributors
14091,Arcola Pictures
11275,Cinerama Productions Corp.
8466,Morgan-Steckler Productions
60981,Perlberg-Seaton Productions
3861,Paramount Film Service
10044,Revue Studios
1347,Aubrey Schenck Productions
15094,Lasky-Monka
1042,Cinecittà
1603,Les Films du Siècle
12300,Deutsche Fox AG (Defa)
37984,Productions et Éditions Cinématographique Français
14840,Orchard Productions
5173,Warner Bros. Home Video
60449,Kappa
3220,Benton Film Productions
11971,Jerry Bresler Productions
38111,Proteus Films
71947,Harrell
64,Les Productions Artistes Associés
1188,William Dozier Productions
1189,Greenlawn Productions
20412,Douglas & Lewis Productions
16628,Julian Blaustein Productions Ltd.
4067,Norm-Iris
39,Docurama
38851,Moned Associated
8425,Marvin Schwartz Productions
33934,Petersham Pictures
39856,Desilu Productions
60537,Walden Productions
21145,Alsid Productions
21146,Francis Productions
1427,Commonwealth United Entertainment
18168,Grand Films Limited
2419,Katzka-Berne Productions
223,Les Films du Losange
52105,Jet Films
16125,Duo Films
7679,West End Productions
18436,Russo Productions
26727,Universal Television
537,Universal TV
40413,World Entertainment
18039,Scimitar Films
35298,The Jessica Company
15752,Aries Productions
20458,Elkins Productions International Corporation
2404,Yeah
4951,Independent International Pictures (I-I)
13981,Tal Productions
93566,E&R
16641,Acrobatic Motion Works West
71370,Weston Productions
71371,Jobete Productions
71372,Sidney J. Furie Productions
18201,Talent Associates
55890,Norton Simon Inc.
1901,University of Southern California
8441,Jack H. Harris Enterprises
34977,Latglen Ltd.
5772,Inter Hemisphere
4911,Wakeford / Orloff
4629,Sequoia Pictures
94734,Blackfern
14239,Alced Productions
17348,Cirandinha Productions
93399,Bokari
4819,Cineman Productions
23846,Harbour Productions Limited
41310,Won World
41311,Spelling Goldberg
17966,Royce Smeal Film Productions
17967,Salt-Pan
1299,Braunsberg Productions
1300,Carlo Ponti Cinematografica
15489,Halicki Productions
4742,Syn-Frank Enterprises
2437,Producciones Zohar
71748,Jerry Bick
71749,George Litto Productions
17953,Comedian Intl Enterprise Productions (C.I.E.)
3537,E.K.
76493,Layton Productions
76494,Hiller Productions
2166,ABC Circle Films
11706,William Self Productions
29110,Filmco International Productions
6364,Polar Music International
1530,Citel Films
11244,France 3 (FR 3)
21505,Action Films
10956,Film Properties International N.V.
8798,Gates of Heaven
9214,Clonus Associates
3105,Rockers Film Corporation
57487,Necta
4474,Enterprise Films
4240,Edgar J. Scherick Associates
79655,Dream Quest Images
41917,Euro Video
16599,Yellowbeard Associates
3100,Eastern Counties Newspapers Ltd.
4015,Entertainment Partners Ltd.
3649,Central
10250,UCLA School of Film and Television
88014,black sand productions
88015,pacific arts
12296,Sullivan Entertainment
1641,Rodeo Productions
5462,Aries Cinematográfica Argentina
94301,Window III Productions
38100,Tristone Entertainment Inc.
84815,M Company
6927,Cinepro
6928,Mr. Yellowbeard Productions Limited & Company
8760,AAR Films
2161,CBS Productions
47776,Arctic-Filmi
1650,PECF
16772,Little Bear
23570,Springvale Productions
1003,Filmkameratene A/S
1957,Warner Bros. Television
2518,Alan Shayne Productions
5126,Beyond Infinity
8443,Gaucamolle Pictures
8444,Phantom Productions
3173,Chiodo Brothers Productions
8610,Sarlui / Diamant Production
7702,Ultimate Productions
71674,Dearfilm
20518,Warnr Bros.
64620,Extra Large Productions
5448,New Yorker Films
4648,Levins-Henenlotter
27903,Basilisk Communications
27904,Uplink Co.
66411,Space Shower TV
93400,Sohbi Kikaku
51416,SAH Productions
15685,Mirage Films
3956,Parkfield Entertainment
2007,Imperial Filmproduktion
35482,Desert Productions
69112,Theatre Of Material
4379,Film Brigade
28320,Rocket Pictures
26045,Bison Films
65270,Kellgate Limited
36122,Isolar
1832,Allarts
3603,Vision International
4095,First Run Features
87594,Triana Films
18938,Eclectic Films
8138,Vega Film
10005,Balthazar Productions
38735,Starr
38736,Arena
6651,Penta Films
17160,Gallery Films
11513,International Movie Service S.r.l.
1035,Cine Electra
16527,La Sept
2806,South Australian Film Corporation
11263,Bubby Productions
24950,ZDF Television
24951,The Armenian National Cinematheque
72479,Anglo-American Film Corporation
19047,Fortress Films
3359,Eastern Productions
36383,Three Hearts Productions
21086,General Media Entertainment
3397,Tommy
40670,Generation Films (I)
40671,Lewin Films
14035,Cité Films
35426,Edward S. Feldman Company
33783,Big Deal Pictures
13654,Worldvision
65904,Alain Keytsman Production
65905,Fugitive Darkly Noon
85082,hauskunst Filmproduktions
20325,Cannibal Films Ltd.
1852,Plateau A
3656,GAGA
4735,Namco Tales Studio Ltd.
5620,Meridian Broadcasting Ltd
12886,New Crime Productions
39601,Bill Bennett Productions
11224,Benjamin Productions
94838,Sick-the Life and Death of Bob Flanagan-Supermasochist
3417,CTV International
94202,Pointblank Pictures
1400,Labrador Films
12475,Original Voices Inc.
5935,Trimark
7928,NBC Studios
20358,RHI Entertainment
40414,Motion International
40415,Goodbros. Pictures Entertainment
2751,CML Films
9209,MK2 Productions
53505,Serene Films
10510,Rosemont Productions
6005,Hacker Productions
74939,Fresh Produce Company
19684,Public Art Films
29867,Team Okuyama
40738,Allied Entertainment Group Inc.
40740,Fire Heart Films Inc.
15635,Beyond Films
10471,Columbia TriStar Television
21234,Crest Animation Productions
39924,Barenholtz Production
55518,Romero-Grunwald Productions
23839,Creative Entertainment Group
24025,Silver Bullet Pictures
27501,Imperial Fish Company
3224,Third Costa
90114,G.O. Films
65760,Glaski Productions
25817,In Extremis Images
42050,The East Side Film Company
3269,Creative Thinking International Ltd.
245,Cowboy Films
55949,Omnibus
2652,Pyramide Films
12527,Pendragon Pictures
3795,61* Productions Inc.
3080,Midfield Films
3613,Cane/Gabay Productions
3849,Dakota Pictures
21228,Dakota North Entertainment
93156,Baby Films
35399,Dramatiska Institutet
35401,TV1000 AB
11679,Nordic Film och TV Fund
22253,Sunflower Productions
46201,Norsk Filmfond
53427,"Dinamo Story,"
53901,SF Norge Filmparken
53902,Samy Boy Entertainment
53903,Sud-Est Productions
2883,Aniplex
12657,Production I.G.
22006,Cinema Holdings
22007,Lionweed
828,Ultra Films
1992,La Petite Reine
6586,TPS Star
11473,A.J.O.Z. Films
19233,120 Films
19234,Crystalcreek Ltd.
2080,B.J. Films
90899,Feelgood Films
3869,Great British Films
35445,Carol Baum Productions
51762,Bregman-IAC Productions
51763,Living Pictures
51764,The Pitt Group
51765,Carolina Torn Asunder Inc.
19777,Millbrook Farm Productions
40969,Dufferin Gate Productions
2934,Excel Entertainment
23632,Snowfall Films
29018,Visionview Production
5245,Mixed Greens Media
38015,Busted Tranny
3009,MacGowan Films
3010,Rapacious Productions
3549,Sagittaire Films
23478,Captain Movies
3444,A Bad Way Ltd
3445,Kudos Productions Ltd.
3161,Odessa Filmworks
856,Wild Bunch
2435,Langley Productions
45826,Marshak / Zachary
2981,QI Quality International GmbH Co. KG
87847,Coco
87848,Film 111
87849,Jericho Productions Ltd.
87850,MFF (Sound of Thunder)
87851,Matrix Film Finance
87852,Scenario Lane Productions
30422,Boca Boca Producciones S.L
5561,Panorama Films
14648,Bachrach/Gottlieb Productions
31183,BBC Two
2876,Sandstorm Films
38193,Catapult Films
21741,Kinétique Inc.
23756,Vincent Gallo Productions
2226,Media 8 Entertainment
58565,AMV Production
11930,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
3200,Chartoff Productions
11551,Movie Central Network
19090,MuchMusic
19091,Government of Ontario: Ontario Film and Television Tax Credit Program
10352,Century Time (H.K.) Ltd.
10353,GFT Beast Films Inc.
4419,Creative Light Entertainment
21034,Down to the Bone Productions
21035,Susie Q Productions
7090,France3 Cinéma
8799,Alicéléo
4848,All American Pictures
18972,49 Film
5537,Wolfe Releasing
1208,Rising Star
3801,VIP 2 Medienfonds
2746,Mission Pictures
11517,Buffalo Gal Pictures
3483,Startroop Pictures Inc.
18616,Tippett Studio
2745,Devotion Films
3117,Daft Life Ltd. Co.
5542,Toei Animation
7035,Lions Gate Entertainments
20194,Motion Picture JOTA Produktions
22376,Plunge Pictures LLC
4100,Stick Figure Productions
3915,Dean River Productions
11144,Bobby Jones Films LLC
11145,LIFE(n)
11146,McDongall Films
5374,Marv Films
49478,Aldrich Group
54004,Optional Pictures
3095,Whitewater Films
10167,Gospel of John Ltd.
10168,Toronto Film Studios
10169,Visual Bible International
3548,Big Picture Media Corporation
707,Matador Pictures
12695,Sixteen Films
19930,Cinéart
27559,Bianca Film
95346,Glasgow Film Office
667,IFMD Ltd.
10393,Vertigo Films
5092,Chum City
11489,HBO/Cinemax Documentary
12247,thinkfilm
89129,Creative Visions Productions
93091,Red Light Films
93092,Sundance Institute Documentary Fund
5247,Possible Films
15781,E-Wolf
15782,Seventh Art Releasing
2453,Lord of the Wind
14315,Section Eight Productions
5269,Moving Train Productions
56628,The Convex Group
56629,Red Rose Productions LLC
40094,John Brister Productions
18541,BoSD Films LLC
18542,Bods Film LLC
627,Internacional Films Espagnol
628,Alpine Productions
629,Peppercorn-Wormser Inc
16311,Albert S. Ruddy Productions
564,Industrial Development Corporation of South Africa
1205,Endgame Entertainment
7495,Sixth Sense Productions
6323,Weinstein Company
45778,Plan B Entertainment
55512,Theobald Film Productions
21459,Salamander Film Productions
23449,American Empirical Pictures
562,Appian Way
3539,Odyssey Entertainment
7419,Scion Films
38504,Really Useful Films
4372,Dash Films
1473,Depth of Field
2242,Everyman Pictures
546,Monsoon Pictures
561,Anhelo Productions
2448,Yari Film Group
18581,Captain Kidd Productions Inc.
89719,Culver Studios
1151,Diorama Films
11573,Corus
55258,White Noise UK Ltd.
95364,Electrascope
20269,Pilot Season Productions
1080,Beta Film
22123,TF1
38511,Hexatel
38512,Saban/Scherick Productions
38514,Saban International N.V.
38517,StarCom
20320,Prolific Films
20321,Snakehair Productions
56520,Entertainment Events
95937,Palmyra Films
91791,Braunstein and Hamady Productions
65393,Cecchi Gori Pictures
73866,Penta Entertainment
73867,Budding Grove
31702,Midwest Films
16511,The Filmakers
21446,Film and Music Entertainment (F&ME)
45443,Q&Q Medien
52678,The De Mann Entertainment Company
52679,HD Vision Studios
19553,Elektra Productions
19554,SAI Productions
15989,DAL Productions
1113,Les Films 21
2989,Departure Entertainment
2990,Departure Studios
2991,TGL Inc.
35709,Hercules Films
14786,AARU Productions
20449,Liaison Films
20450,Biscayne Pictures
2780,Cube Vision
2998,Infogrames Entertainment
73955,MBC Beteiligungs Filmproduktion
7893,Pacific Renaissance Pictures Ltd.
2157,26 Films
47557,"Lawrence Turman Films, Inc."
10612,Frank Ross-Norma Krasna Inc.
1502,NBC
40650,Babelsberg International Film Produktion
10933,Paragon Film Group
55783,Ether Films
58588,Ronnoco Productions
78799,black & white pictures
78800,tony montana films
13677,Don Hartman Productions
57416,Master Productions
57417,Cinecom Pictures
5994,Over Easy Productions
2244,Millennium Pictures
3012,Pathé Distribution
3255,GMM Pictures Co.
7054,Landing Patch Productions
15558,Kennesset Productions
3503,Arcane Pictures
4226,Atmo Media Network
4627,Sony Picture Imageworks
72591,Prayer Flag Pictures
7616,Moonbeam Entertainment
17737,Herbert Ross Productions
1264,Alexander Salkind
90053,Sabre Film Productions Ltd.
2016,Interlight
2180,Outerbanks Entertainment
20376,Kalis Productions GmbH & Co. Zweite KG
5101,Nomados Film
11027,Stratus Film Co.
26947,Syndicate Films International
26948,Equity Pictures Medienfonds GmbH & Co. KG II
26949,Hostage GmbH
39222,Replay Pictures
39223,Empera Pictures
39224,Imageworks Entertainment International
74008,International Classics
5986,Pantheon Entertainment Corporation
10436,William Goldman Productions
3791,Cabezahueca
7470,Esperanto Filmoj
11628,Tequila Gang
12551,Screen Gems Television
3547,Mad Circus Films
44323,Mr. X
4326,Aries [jp]
8934,Studio Hamburg WorldWide Pictures
19925,Bridget Johnson Films
19926,Skate Away Productions
2313,Andrea Sperling Productions
5995,Oriental International Films
14935,IsFilm
14998,Hope & Glory Film Productions GmbH
14999,Hope & Glory Pictures International
15000,Hope & Glory Pictures
14925,Howard Productions
47896,Tony DiDio Productions
47897,Cal-Am Productions
876,Sara Films
18946,Set Satellite
11065,The Film Works
11634,Manitoba Film & Sound Development Corporation
69843,Gugat Films
69844,Chinagraph
35265,Julian Wintle/Leslie Parkyn Productions
4808,In-Cine Compania Industrial Cinematografica
12421,Northern
12422,Walker Films Limited
4111,The Harold Lloyd Corporation
3908,Melodrama Pictures
4411,MMC Independent
28373,Gemini Film
1840,Elevation Filmworks
37334,Jack and Rose Productions
2235,Desertlands Entertainment
12124,J.K. Livin Productions
12125,Moguletta
12126,Sahara Productions
6401,Alan Greenspan Productions
6402,Mars Media Beteiligungs
73953,ELC Productions Ltd.
35814,Konwiser Brothers
48805,Changchun Film Studio
64332,Dark Forest
5087,Scotti Brothers Pictures
49915,International Video Entertainment (IVE)
42161,Guercio-Hitzig
18214,Jean-Renoir- Dudly Nichols Productions
884,TPS Cinéma
63893,Téléma
28305,Winston Davis and Associates
18884,HPS Productions
27900,BBC Radio 3
27901,Arts Council of Great Britain
11114,Braun Entertainment Group
42182,Filmel
42183,Carnelian Productions
59645,ICL
6312,Nautilus Productions
6951,Chapman/Leonard Studio Equipment
2230,MGM Television
5315,Bayou Film Inc
10280,Arc Productions
10405,Emmett/Furla Films
6069,Studio Images 2
8800,Cofimage 7
11793,Lumière
22046,Victorian Film
34341,The Film House
2243,Hammer & Tongs
8039,Lo Wei Motion Picture Company
3736,Jennings Lang
13870,Capri Productions
36547,SACI
3282,Larry Levinson Productions
3693,Alpine Medien Productions
4660,Plymptoons
17171,Manifesto Films
17172,Roar Productions
12260,Bob Yari Productions
30131,Southpaw Entertainment
38771,Jeff Skoll Productions
5546,Stonehaven Media
95187,Pure Entertainment
2976,Mile High Productions
2977,Kevin Messick Productions
19478,BK
19479,KOH
19480,Reino del Cielo
19482,Inside Track 3
19483,Calle Cruzada
2087,Blackfriars Bridge Films
19528,ApolloProScreen Filmproduktion
57337,Dolshor Productions
7046,Paris Film
70430,Hakim
483,Praesens-Film AG
27016,Kestrel Films Ltd.
30766,Producciones Amaranta
81876,Barnstorm Films
2944,A Million Monkeys
2945,Melbourne Film Office
2946,Molloy Boy Productions
43271,Lucky Punch
2748,Clubdeal
66739,Qian Yian International
66740,Danny the Dog Prods Ltd.
12067,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
14568,Sweetwall
3164,BBC Worldwide
45786,BBC Natural History
45787,Greenlight Media AG
5668,Red Carpet Productions
60378,Callahan Filmworks
631,Parkway Pictures (I)
10067,Alloy Entertainment
4274,9.14 Pictures
4275,A%26E IndieFilms
3559,Citadel Entertainment
923,Legendary Pictures
19231,Patalex III Productions Limited
15689,Amaze Film + Television
64570,Running Miracles Productions
14731,Studio Fierberg
55519,Exception Wild Bunch
84893,Bewitched
1050,David LaChapelle Studios
1051,HSI Productions
1052,Darkfibre Entertainment Ltd.
1053,Got Films
10974,Pioneer Pictures Corporation
8344,Gruppo Minerva International
11776,Film Fund Luxembourg
992,ApolloProScreen
22957,RainCity Productions
22958,SC Entertainment International
1164,City Heat Productions
34206,Sagg Main Productions
61312,Coproducción GB - USA - Francia - Alemania - Italia- Rumanía
23628,RCD Productions Ltd.
37553,Margaret Fink Productions
38670,Greater Union Organisation (GUO)
16736,Sequoin Films
16,United King Films
24477,Rabinovich Film Fund Cinema Project
49696,Post No Bills Films
49697,Pandemonium Productions
26149,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
21443,Wicked Films
45966,Cinelamda Internationale Filmproduktionsgesellschaft
11486,Picturehouse Entertainment
13507,Pie Films Inc.
22505,Tesela Producciones Cinematográficas
56980,Max Stronghold Productions Inc.
19523,AFG Talons Productions
3516,Mighty Cheese Productions
57043,Bud Yorkin Productions
19877,Everglades Productions
14220,Russ-Arts
6282,Shadow Theatre Films
3383,777 Films Corporation
13442,Noble Media
22456,Five Roses
2217,Pretty Dangerous Films
6346,Artist Film
12924,Above All Things Inc
23630,Metro Tartan Distribution Ltd.
23631,Minerva Picture Company Ltd.
14093,Herman Cohen Productions
2839,El Camino Pictures
2840,Go Fish Pictures
69,MFPV Film
12270,Daniel Bobker Productions
12271,Brick Dust Productions LLC
435,Di Bonaventura Pictures
8819,REN-Mar Studios
8820,Prospect Pictures
274,Discovery Docs
63714,Nick Stagliano
23188,Creature Features Productions LLC
36821,USA Cable Network
36829,Attila Productions
36830,Michael R. Joyce Productions
87986,rusty bear entertainment
87987,lucky crow films
1723,Transcontinental Films
82035,Robert Laffont Productions
3626,Halas and Batchelor Cartoon Films
5498,Winterfilm Collective
5499,Vietnam Veterans Against the War
5500,Winterfilm Inc.
1969,Trans World Entertainment
76194,ITC Films
10398,Scary Movies LLC
74797,Toolbox Murders Inc.
74798,Toolbox Films
3347,Dry County Films
8992,Scanbox
308,The Weinstein Company
1649,Reforma Films
14040,Banner Productions
20366,Gimages Développement
26032,Cineblue Internationale Filmproduktionsgesellschaft
26033,City Productions
33680,Blue Sky Films
95342,Sea Side Films Florida Inc.
135,UIP
384,MacDonald/Parkes Productions
1204,Ascendant Pictures
1206,Entertainment Manufacturing Company
21938,Copag V
2179,Collision Entertainment
12808,Big Beach Films
54285,Telegraph Films
19194,Andrew Lauren Productions (ALP)
15499,Euro American Films S.A.
42263,Marianna Films
1556,20th Century Fox Television
8789,Fuzzy Door Productions
1793,Velvet Film
3186,CINEFACTO
25630,Joe Rock Productions
4699,Bizarre Productions
2539,Reaper Productions
19922,Doom Productions
19923,Distant Planet Productions
56181,Domino 17521
1305,L.I.F.T. Production
2273,Eden Rock Media
6041,Colossal Pictures
11534,MTV Productions
20377,Unfinished Films
75045,Tartan Works Ltd.
11537,Laika Entertainment
3263,Odd Lot Entertainment
6732,Runteam III Ltd.
15176,Robert M. Weitman Productions
3244,Media Pro Pictures
20451,Redbus Pictures
53459,Madhouse Productions
8850,Extension 765
25469,Union Station Media
25470,Icelandic Film Corporation
17491,Milkshake Films
17492,Hargitay & Hargitay Pictures in Motion
45004,Charlie Guidance
54034,Flux Films
54035,High Line Productions
54036,Tiny Dancer Films
80156,Filmquadrat
59346,Turbo Productions
860,Celluloid Dreams
4227,Bulbul Films
1627,Maran Film
1628,V.M. Productions
742,Reverse Angle International
1166,Océanic Films
11237,ZDF/Arte
14675,Reverse Angle Pictures (II)
14676,EuroArts Medien AG
14677,Network Movie Film-und Fernsehproduktion
812,Deuce Three Productions
16839,Anchor Bay Entertainment
40806,Chartwell
40807,Francoise
63520,Sony Pictures International
3573,Celador Films
1246,River Road Entertainment
3997,Alberta Film Entertainment
20157,KMP Film Invest
6735,Participant Media
8073,Nick Wechsler Productions
2030,Participant Productions
51850,Tohokushinsha
2326,Autonomous
3205,Surefire Film Productions
3207,Pictures in Paradise
4024,Pacific Film and Television Commission
20455,Film Consortium
68807,Hodcarrier Films
1173,Shopgirl
3940,Kids in America LLC
11062,International West Pictures (IWP)
51997,Talent Network Media GmbH
51998,Coproducción Alemania-USA
54949,Lookalike Productions LLC
76305,Open Doors Films
64651,Saw 2 Productions
1046,Prime Film Productions LLC
1047,Younger Than You
3221,Sveriges Television (SVT)
6237,Porchlight Films
94304,Mullis Capital Independent
37668,Screen Plays
4197,Enchantment Films Inc.
9364,Sacher Film
17071,Lewis Motion Picture Enterprisee
2899,Revolver Pictures Co.
2900,Toff Guy Films
3135,Furst Films
1522,Neal Street Productions
19934,Motion Picture KAPPA Produktionsgesellschaft
14185,Canadian Film Centre (CFC)
64572,Step-Films Inc.
64574,"Feature Film Project, The"
12180,Warp Films
1354,Fénix Cooperativa Cinematográfica
1795,Corona Filmproduktion
12719,Filmar Compagnia Cinematografica
12732,Towers of London
4202,Hotspur Film Productions Ltd.
13718,Planet Film Productions
15185,A.C. Lyles Productions
54336,Cent Productions Inc.
5496,Cinezeta
11278,Inferno Distribution
54280,Infinity Media
94719,Just Friends Productions
7786,FilmWorks
20665,4M
20666,MID Foundation
23635,Patalex V Productions Limited
985,Filmstiftung NRW
2511,Zero Film GmbH
73336,Blue & Grey Film Ventures
4741,Nu Image Entertainment GmbH
73685,Emmett Furla Oasis Films (EFO Films)
15042,Gun for Hire Films
6016,403 Productions
6017,True Crime Channel
45785,Northmen Productions
462,Patalex IV Productions Limited
84,Tree Line Films
86,Catfish Productions
11370,Michael De Luca Productions
2224,Plum Pictures
21280,Black Gold Films (II)
3396,O.N.C. Entertainment
7431,Sony Pictures Entertainment (SPE)
75616,Time Productions
2164,Richmond Productions
16979,Radnitz/Mattel Productions
24108,Eve Productions
63565,Twopoundbad
63566,Rebel Park Pictures
15,Lama Films
89,Augustus Film
91,Lama Productions
93,Lumer Films
95,Hazazah Film
703,Razor Film Produktion GmbH
7307,Medienboard Berlin-Brandenburg
68,Big Primate Pictures
938,First Floor Features
43944,Pioneer Films
18722,Hibiscus Films
4971,Brave New Films
2100,Andrew Stevens Entertainment
95146,Sanford
2322,The Javelina Film Company
13993,Meadway-Claude Productions Company
145,Gaumont Columbia Tristar Films
2575,21 Laps Entertainment
87840,Dozen Canada Productions
76714,JC 23 Entertainment
1557,The Mark Gordon Company
44517,Power
75016,Gondola Pictures
3407,Shanghai Film Group
3545,Big Screen Entertainment Group
3950,Palisades Pictures
84422,Double Down Entertainment
2343,Red Chillies Entertainment
5171,Carlton Television
34593,High Bar Productions
22110,First Foot Films
22254,Sarah Green Film
22255,The Virginia Company LLC
5586,General Film Distributors
37844,Davis Entertainment Filmworks
11375,A.C.E.
11376,NHK Enterprises
11377,TCEP Inc.
20826,Ivan Foxwell Productions
13877,Ortus Films
5407,Incessant Barking Productions Inc.
15127,Boll KG
1631,Raw Nerve
17793,Hostel LLC
7580,Kanbar Entertainment
49126,Blue Yonder Films
34842,Seventh Picture Productions LLC
35920,Niki Marvin Productions
1968,Viking Films
11733,Pariah
15344,Cold Day Ltd.
7157,Koktebel Film Company
77890,Bernard Woolner Productions
16642,USA Network
2146,David Hamilton Productions
2147,Echo Lake Productions
2148,Flagship International
2149,Noble Nomad Pictures
6339,Solar Films inc.
12325,OLC / Rights Entertainment
12326,Tanlay
12327,New Zealand Film Production Fund
12328,3 Dogs and a Pony
12329,Park Road Post
12330,WFI Productions Ltd.
5238,Central Independent Television
89041,East Midlands Media Initiative
47635,Ed Friendly Productions
79036,Big Lou House Productions
1973,Three Strange Angels
76721,Nanny McPhee Productions
75857,Kohlmar-Sidney Productions
48785,Matinee Pictures
48788,Practical Pictures
87476,barbican films
40758,Sheen/Michaels Entertainment
42272,RTL
52728,Cougar Films Ltd.
52729,Minotaur Film Partnership No. 3
16101,Metro Pictures Corporation
17827,HPLHS
10394,Monkey Productions S.L.
5556,Universal Animation Studios
3528,Thunder Road Pictures
10991,Jon Shestack Productions
2778,City Lights Pictures
2262,Silver Nitrate Films
17700,National Film and Television School (NFTS)
68096,LHR Productions Inc.
20669,Winking Productions
2227,True Grit Productions
5357,Zero Gravity Management
8003,Ultravi Productions
84423,Failure to Launch Productions
13252,Marvel Animation
1585,Norman Rosemont Productions
18936,Marble Arch Productions
51277,ITC Entertainment Group
31599,Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG
49625,The Reuben H. Fleet Space Theater & Science Center
49626,Les Productions de la Géode
39060,Sandfairy
2250,SCOPE Invest
19501,Noble House Entertainment Pictures
449,Virtual Studios
450,Anarchos Productions
23889,Fünfte Babelsberg Film
3567,Room 9 Entertainment
1225,One Race Productions
9037,Yari Film Group Releasing
95293,Bob DeBrino Entertainment
95294,BDE Entertainment
95295,Crossroads Entertainment (II)
95296,Three Wolves Productions
7747,Storefront Pictures
6131,SKM
3879,Front Street Studios
90123,Empress Road Productions
90124,Gannon Films
444,Dune Entertainment
445,Major Studio Partners
6408,International Traders
397,Révillon Frères
12859,Mar Vista Productions
54512,Tiara Blu Films
2116,VIP Medienfonds 4
21962,The Complex Studio
2416,Tétra Média
5766,ARTE
11063,WestPark Productions
4017,Hakalax Productions
1708,Starbucks Entertainment
5227,Cinema Gypsy Productions
93228,NPP Productions Inc.
18575,Parallel Pictures
6971,Bergman Lustig productions
47813,Falcon Media Limited
3435,Calder Road Film
8858,NetFlix
50092,Just Films
24360,Phoenix Entertainment Group
2032,Orange Pictures
22722,K-Star
14728,Canary Films
14730,Serene 9
