actorId,movieId,characterName,characterOrder
8729 ,43514 ,Himself,13 
8729 ,43868 ,Baron,6 
8729 ,111390 ,Jed Isbell,3 
8729 ,116973 ,Furnoy,7 
8729 ,140995 ,Sam Johnson,7 
8729 ,147726 ,Dr. Ivan Krug,3 
8729 ,165300 ,Herman Plottke,5 
8729 ,175386 ,Fred Durkin,4 
8730 ,10907 ,High Sheriff of Nottingham,7 
8730 ,41234 ,George Curtis,4 
8730 ,43868 ,Krantz,8 
8730 ,120109 ,Peter,4 
8730 ,134480 ,M. W. Picard,3 
8731 ,10907 ,King Richard the Lion-Heart,8 
8731 ,26531 ,Captain Crewe,3 
8731 ,50271 ,Cambreau,2 
8731 ,52859 ,Smitty,2 
8731 ,140995 ,William Benson,3 
8742 ,32037 ,Dr. Elena Stradner,8 
8767 ,9828 ,Jean Jacket,0 
8767 ,20323 ,Peter,0 
8767 ,82485 ,Nate,11 
8776 ,173847 ,Gilda,0 
8783 ,1950 ,Huck Cheever,0 
8783 ,20311 ,Himself,0 
8783 ,355008 ,Frank Bonneville,1 
8784 ,28200 ,Ted Hughes,1 
8784 ,83581 ,Ray,0 
8784 ,125409 ,Matt Kearney,0 
8785 ,8696 ,Rod Harper,6 
8785 ,157829 ,Spencer Ludlow,5 
8785 ,249070 ,Litvenko,7 
8786 ,18613 ,Michaela,2 
8786 ,89325 ,Carmen,7 
8786 ,109894 ,The Waitress,1 
8786 ,271969 ,Naomi Ben-Hur,4 
8789 ,31325 ,Bruno,2 
8789 ,266040 ,(voice),3 
8792 ,10440 ,Lilian House,5 
8792 ,288952 ,Grandmother,3 
8799 ,10645 ,Herr Taschenbier,0 
8801 ,111744 ,Adolf Hitler,9 
8801 ,249070 ,Dr. Delriego,4 
8802 ,340837 ,Bartender,10 
8828 ,899 ,Lucy Burrows,0 
8828 ,6643 ,Mattilda Zachary,4 
8828 ,32558 ,Mother Mary of Mercy,3 
8839 ,27501 ,Gideon Bell,0 
8841 ,899 ,Battling Burrows,2 
8841 ,16373 ,Commander Beech,3 
8841 ,16902 ,Francis Bacon,3 
8841 ,26201 ,Admiral Sir John Burleson,3 
8841 ,43177 ,Sam Carraclough,1 
8841 ,43278 ,Maitre Labori,4 
8841 ,43812 ,"""""""Father John Callahan""",0 
8841 ,65994 ,King Aguar,6 
8841 ,78318 ,Maréchal Bazaine,5 
8841 ,88192 ,Minister Althoff,3 
8841 ,140995 ,Tim Hazelton,4 
8841 ,186227 ,"""""""George""",0 
8854 ,11934 ,Moses,6 
8854 ,12618 ,Marvin,13 
8854 ,19183 ,Houston Jones,1 
8857 ,10806 ,Berniece Brackett,4 
8857 ,229081 ,Amanda Cody,2 
8858 ,367816 ,Himself,4 
8872 ,888 ,Barney Rubble,2 
8873 ,11718 ,Helen Downing,2 
8874 ,15423 ,Roscoe,1 
8874 ,70859 ,Tommy Lazlo,5 
8874 ,187541 ,Percy,6 
8874 ,367816 ,Himself,6 
8874 ,375082 ,Joe,1 
8891 ,2928 ,Michael,0 
8891 ,9770 ,Sam Baily,0 
8891 ,9953 ,Bobby Long,0 
8891 ,10782 ,Hardy,0 
8891 ,10805 ,Tony Manero,0 
8891 ,11456 ,Frank Morrison,0 
8891 ,17496 ,Bud Davis,0 
8891 ,25674 ,Jack Cabe,0 
8891 ,332411 ,Stanley Hill,0 
8891 ,334527 ,Eddie,2 
8891 ,398289 ,Beau,1 
8892 ,33245 ,Lina Bingham,3 
8892 ,85435 ,Barbara Ramme,2 
8893 ,26269 ,Lt. Verna Hollander,4 
8894 ,10921 ,Zack Allen,2 
8900 ,220976 ,Denise,2 
8902 ,29510 ,George Norton,0 
8903 ,1793 ,Mrs. Litke,6 
8903 ,117773 ,Mrs. Patterson,4 
8924 ,14237 ,Detective Hayden,1 
8924 ,259954 ,Sam Bloom,4 
8924 ,283161 ,Pasha (voice),4 
8925 ,48243 ,Margaret,1 
8927 ,47886 ,Prof. Arthur Brown,6 
8930 ,9784 ,Dr. Primkin,2 
8930 ,11938 ,Brian Stimpson,0 
8930 ,86828 ,Chief Alien (voice),15 
8930 ,409696 ,Adelaide,5 
8937 ,24909 ,Richard Donnelly,2 
8937 ,33733 ,Figg,2 
8937 ,120520 ,Ernest Van Stanten,2 
8944 ,1621 ,Ophelia,2 
8945 ,397 ,Luc Teyssier,1 
8945 ,8487 ,U.S. Marshal Artemus Gordon,1 
8945 ,10806 ,Howard Brackett,0 
8945 ,13697 ,Mack,1 
8945 ,42314 ,Himself/Interview,8 
8945 ,89325 ,Dr. Joseph Winter,1 
8945 ,137093 ,Sam,3 
8945 ,305342 ,Robert,5 
8945 ,321612 ,Maurice,3 
8949 ,624 ,Wyatt,0 
8949 ,55306 ,Ulee Jackson,0 
8949 ,83869 ,Gerald,11 
8949 ,188826 ,Avery,4 
8954 ,56429 ,Earl Sullivan,2 
8962 ,11577 ,Eno,9 
8962 ,72455 ,Pinky Dobson,1 
8963 ,2662 ,Mother Firefly,3 
8963 ,3121 ,Connie White,3 
8963 ,5122 ,Faye Greener,1 
8963 ,5854 ,Fran,2 
8963 ,26762 ,Bett Harrow,1 
8963 ,38783 ,Julie / Millicent Larimore / Therese Larimore / Amelia,0 
8963 ,41792 ,Rula,2 
8963 ,55044 ,Sue,2 
8963 ,99859 ,Millicent,4 
8975 ,277710 ,Prof. Walter Zarrow,0 
8975 ,376290 ,George Dupont,7 
8977 ,1813 ,Alexander Cullen,6 
8977 ,12239 ,Bernard Osterman,2 
8978 ,63945 ,Alfred,5 
8979 ,11788 ,Sir Francis Walsingham,2 
8979 ,15714 ,Headmaster,7 
8979 ,17894 ,Leonid Kleist,4 
8979 ,30278 ,Colin,4 
8984 ,9773 ,Morgan Banner,2 
8984 ,10900 ,Sam Hallaway,1 
8984 ,58421 ,Conor Gallagher,0 
8984 ,157380 ,Edward,2 
8984 ,240745 ,Sicilius Leonatus,6 
8985 ,11300 ,Irene,3 
8985 ,12154 ,Rebecca,4 
8986 ,26486 ,Abe White,6 
8986 ,35689 ,Dr. Lance Pryce,5 
8987 ,17894 ,Katrina Pochenko,5 
9005 ,65513 ,Gardet,2 
9012 ,26941 ,Jeffrey Byron,3 
9012 ,62213 ,Roger Collins,4 
9015 ,866 ,Peter Pan,12 
9015 ,13973 ,Paige Marshall,2 
9015 ,15059 ,Susan,4 
9015 ,40161 ,Katie,2 
9015 ,83581 ,Laura,2 
9015 ,355008 ,Claire Maddox,3 
9029 ,60994 ,Connie Fitzpatrick,1 
9030 ,13440 ,Regina Lambert,1 
9030 ,24909 ,Rachael Stevens,3 
9031 ,32691 ,Elle: Elena Torlato-Favrini,2 
9045 ,15267 ,Anthony Golikov,3 
9045 ,20789 ,Silvio Esposito,2 
9045 ,69075 ,Matt Ford,0 
9045 ,70190 ,John Trace,2 
9045 ,86792 ,Desmond Caine,0 
9045 ,99859 ,Bobby Mahon,0 
9046 ,14293 ,Joe,1 
9046 ,27381 ,Tony,3 
9046 ,70190 ,Lt. Laine Devon,0 
9048 ,9282 ,Officer Hannagan,4 
9048 ,13973 ,Lord High Charlie,4 
9048 ,76535 ,Agent Coulson,0 
9048 ,91739 ,Leonato,3 
9048 ,241071 ,Mr. Markovic,2 
9066 ,43512 ,Lily Mars,0 
9066 ,43790 ,Penny Morris,1 
9066 ,43819 ,Mary Holden,1 
9066 ,54028 ,Alice Maybery,0 
9067 ,32484 ,Prof. Eustace Appleby,1 
9067 ,43849 ,Felix Lehman,2 
9067 ,48993 ,Willie Grogan,1 
9067 ,52440 ,Hiram Porter Dunn,3 
9067 ,53857 ,Lord Francis Kelton,3 
9067 ,55604 ,Luther Aldrich,4 
9067 ,108055 ,Mayor John Hastings,2 
9067 ,147886 ,Aristide Pitard,5 
9067 ,236395 ,Merritt,2 
9067 ,247604 ,Rudolph Tobler,1 
9068 ,43849 ,Hans,3 
9069 ,43157 ,Gus,5 
9069 ,242683 ,Cascart,2 
9070 ,38716 ,Orville Smithers,2 
9070 ,127040 ,Joe Jenkins,3 
9071 ,82106 ,Mrs. Norwood,3 
9071 ,111315 ,Mrs. Emily Kilbourne,3 
9071 ,111317 ,Mrs. Tibbett,2 
9071 ,112885 ,Contessa di Meina,3 
9072 ,28423 ,Mrs. Jackson,6 
9073 ,43470 ,Martha,8 
9073 ,121003 ,Miss Newberry,6 
9084 ,11360 ,The Ringmaster (voice),2 
9084 ,43849 ,Oscar Engel,6 
9084 ,43862 ,August Archipenko,3 
9084 ,247604 ,Mr. Polter,6 
9088 ,82474 ,Diane,0 
9090 ,82096 ,Frau Koerber,5 
9090 ,288521 ,Ma Kelly,3 
9091 ,111317 ,Judge,8 
9091 ,166643 ,Costello,2 
9095 ,44463 ,Collins,6 
9096 ,35954 ,Room Service Waiter (uncredited),11 
9097 ,1405 ,John McTeague,1 
9097 ,42825 ,Reporter (uncredited),13 
9097 ,70806 ,Silent Sepp,1 
9108 ,123868 ,Jenkins,1 
9108 ,151310 ,Lt. Linus Delaney,3 
9110 ,26657 ,"""""""Bellboy""",0 
9110 ,36635 ,Bunkie Taylor (as Dick Erdman),2 
9110 ,266373 ,Selby,5 
9111 ,27625 ,Dr. Paul Nelson,0 
9111 ,114975 ,Morgan,6 
9112 ,4926 ,Steve,3 
9112 ,28023 ,James V. Dunn,0 
9112 ,39833 ,Mike Gavin,5 
9112 ,124429 ,Butch Cassidy,2 
9112 ,126550 ,Tarp Penny,3 
9112 ,133328 ,Choo Choo,3 
9112 ,150273 ,Walt,4 
9112 ,189723 ,Ringstree,2 
9125 ,28771 ,Miss Derwent,7 
9126 ,1815 ,Joe Brody,8 
9126 ,5902 ,Lt. Gen. Brian G. Horrocks,4 
9126 ,46971 ,Alex Faulkner,2 
9137 ,10994 ,Claire Richards,12 
9137 ,12690 ,Allie,2 
9137 ,13531 ,Gina,5 
9137 ,44308 ,Sonia Horowitz,0 
9137 ,53113 ,Ellen Gulden,1 
9137 ,331583 ,Loretta Lassiter,1 
9138 ,75802 ,Lady St. John-Smythe,7 
9139 ,8696 ,Celia,7 
9139 ,37565 ,Matron,13 
9139 ,268238 ,Madge Hardcastle,5 
9139 ,340837 ,Victoria Watkins,4 
9140 ,99859 ,Crowley,5 
9143 ,10111 ,Vivian,7 
9143 ,332721 ,Mrs. Mainwaring,14 
9147 ,121598 ,Narrator (voice),8 
9186 ,8838 ,James,15 
9188 ,10994 ,Barry Kolker,11 
9188 ,32067 ,Joe,0 
9188 ,33152 ,Dr Savian,4 
9188 ,89868 ,PC (voice),0 
9191 ,1448 ,Inspector Healey,2 
9191 ,12690 ,Phil Olson,4 
9191 ,47493 ,Igor,4 
9191 ,58760 ,Churchill (voice),3 
9191 ,59726 ,Arthur,2 
9191 ,128241 ,D I West,1 
9205 ,9644 ,Cindy,18 
9205 ,10984 ,Paige Prescott,0 
9205 ,13369 ,Trish,2 
9206 ,10563 ,Amy Post,1 
9206 ,14930 ,Ellen Minnola,3 
9206 ,44287 ,Missy Lofton,0 
9206 ,323967 ,Allie,5 
9207 ,4012 ,Lina Moebius,2 
9207 ,20712 ,Liz,0 
9207 ,31013 ,Trixie Grillo,3 
9207 ,37774 ,Cecilia Brady,10 
9207 ,37943 ,Tracy,1 
9208 ,15148 ,Taylor Moss,3 
9208 ,28117 ,Jack Gates,10 
9208 ,43365 ,Willie Little,2 
9208 ,55032 ,Anthony Lawrence,1 
9208 ,65994 ,Prince Valiant,2 
9208 ,84511 ,Mike Banning,0 
9208 ,121611 ,Harry Price,2 
9208 ,218277 ,Scotch Fitzpayne,3 
9221 ,636 ,SEN,1 
9221 ,667 ,Ernst Stavro Blofeld,6 
9221 ,2428 ,The Dark Hermit - Satan,19 
9221 ,3051 ,Pere Dominic,4 
9221 ,3581 ,Insp. Calhoun,0 
9221 ,37774 ,Boxley,5 
9221 ,38652 ,Heinrich Spaatz,2 
9221 ,40952 ,Dr. Leo Bain,1 
9221 ,52203 ,William Hare,1 
9221 ,67493 ,Sam Purchas,10 
9221 ,96404 ,J.P. Whittier,3 
9221 ,96793 ,Loomis,2 
9221 ,106020 ,Dr. Hawley Harvey Crippen,0 
9235 ,1554 ,Nicoletta,3 
9235 ,11305 ,Luisa,3 
9257 ,1406 ,Ed Furillo,2 
9257 ,5971 ,Deputy,4 
9257 ,13005 ,Marty Lewis,2 
9257 ,46667 ,Stanley,6 
9259 ,11028 ,McCabe,4 
9273 ,6589 ,Polly Purebred (voice),7 
9273 ,13090 ,Rose Lorkowski,0 
9273 ,14167 ,Elise,1 
9274 ,266294 ,Bucky Ellis,7 
9276 ,51422 ,Captain Russert,7 
9277 ,30922 ,Wally Phister,4 
9277 ,157375 ,Big Jason,6 
9277 ,315955 ,General Crook,3 
9278 ,4349 ,Janet Mayes,1 
9278 ,51765 ,Clara Forsythe,4 
9278 ,86543 ,Mary Rose Clayborne / Victoria Elliot at 17,0 
9278 ,256924 ,Samantha Leigh Donnelly,2 
9278 ,322240 ,Lara Brand,4 
9278 ,339984 ,Christy Beam,0 
9278 ,353069 ,Dana Barton,15 
9279 ,55720 ,Mrs. Donnely,7 
9281 ,4464 ,Marcela Howard,4 
9281 ,13243 ,Jess,2 
9281 ,131631 ,Effie Trinket,9 
9281 ,212058 ,,2 
9281 ,352552 ,Herself,11 
9283 ,256962 ,Bertha,14 
9284 ,17021 ,Joe,8 
9284 ,18375 ,Duds,2 
9287 ,84209 ,Vice Detective Patrick Farrel,1 
9287 ,93427 ,Corporal Jim Larkin,5 
9289 ,25066 ,Newton,7 
9290 ,10070 ,Coach,1 
9290 ,13186 ,Dale Murphy,1 
9290 ,279690 ,Jack,1 
9292 ,4226 ,Madame La Tourneau,12 
9292 ,14195 ,Mrs. Sylvia Mallory,7 
9296 ,10070 ,Bozo,0 
9296 ,156277 ,Michael McClure,6 
9306 ,17168 ,Lance,7 
9306 ,25674 ,Bradley,5 
9309 ,26686 ,Dr. Chauncey Gump,8 
9309 ,29515 ,Slim,2 
9372 ,41478 ,Huey Newton,4 
9452 ,20499 ,Dirk,2 
9462 ,1439 ,General Alak,4 
9462 ,245891 ,Continental Doctor,10 
9464 ,9884 ,FBI Agent Dray,7 
9464 ,198210 ,Ben,7 
9560 ,641 ,Sara Goldfarb,0 
9560 ,16153 ,Alice Wyatt,0 
9560 ,93676 ,Nanette,6 
9560 ,157336 ,Old Murph Cooper,9 
9560 ,254772 ,Mère Garnett,5 
9560 ,283384 ,Emily Micallef,3 
9560 ,340881 ,Gram,2 
9562 ,641 ,Tyrone C. Love,3 
9562 ,139038 ,Malcolm,0 
9562 ,351819 ,Christian,0 
9565 ,641 ,Ada,5 
9565 ,106129 ,Dominga,3 
9572 ,159550 ,Dorothy Cobb,3 
9575 ,1538 ,Annie,2 
9575 ,2355 ,Janeane Johnson,2 
9575 ,9059 ,Jeryline,2 
9575 ,22067 ,Lyric,1 
9575 ,58680 ,Woo,0 
9575 ,59930 ,Lauren Kelly,7 
9594 ,37247 ,Elaine Robinson,2 
9596 ,31167 ,Police Sgt. Art Collins,2 
9596 ,34732 ,Captain Marden,5 
9596 ,37774 ,Doctor,14 
9596 ,61908 ,Carl Schwartzmiller,1 
9596 ,99846 ,Hagen,7 
9597 ,27380 ,Prof. Eggstrum,5 
9597 ,173541 ,Roger,6 
9599 ,21636 ,Hattie Clarence,4 
9599 ,26149 ,Assunta Guaspari,2 
9599 ,45377 ,Susan Davies,0 
9599 ,86236 ,Jean Mitchell,0 
9599 ,103711 ,Nettie Appleby,3 
9599 ,220976 ,Dolly Amati,0 
9600 ,18118 ,Hachita,6 
9601 ,10144 ,King Triton (voice),5 
9601 ,28032 ,King Colbert (voice),9 
9625 ,25674 ,Molly,4 
9625 ,27590 ,Sasha Banicek,1 
9626 ,991 ,Nathan Bryce,1 
9626 ,11223 ,Dr. George,4 
9626 ,13993 ,Quinette,1 
9626 ,30082 ,Alan James,1 
9626 ,37305 ,Lt. Walter Russel,2 
9626 ,39072 ,Joe,4 
9626 ,59838 ,Dion Kapakos,3 
9626 ,79466 ,Alexander,2 
9626 ,124210 ,JCS Chairman G. E. Dumpston,7 
9626 ,189723 ,Nicholas Gates,4 
9628 ,131729 ,Harry,2 
9629 ,15698 ,Det. Tony Montoya,6 
9629 ,27338 ,Broots,3 
9629 ,211076 ,Sheriff Shep,4 
9631 ,11508 ,Lurch,3 
9632 ,422874 ,Carl,5 
9640 ,48130 ,Romek,0 
9640 ,290825 ,Adrien Arcand,8 
9640 ,295315 ,Ed Cole,0 
9642 ,853 ,Vassili Zaitsev,0 
9642 ,1448 ,Steven Grlscz,0 
9642 ,1717 ,Jack Burden,1 
9642 ,1946 ,Ted Pikul,1 
9642 ,8054 ,Imaginarium Tony 2,3 
9642 ,109421 ,Jonathan Banks,0 
9656 ,270774 ,Connor Watts,1 
9657 ,6589 ,Cad,3 
9657 ,7233 ,Larry Burgess Sr.,4 
9657 ,28666 ,Richard Hudson,0 
9657 ,172828 ,Phil,4 
9741 ,54880 ,Henri de Lagardère,0 
9746 ,13320 ,Pr Emile Flostre,3 
9768 ,24971 ,Martin,2 
9777 ,16219 ,Abraham Lincoln Haines,2 
9777 ,22683 ,Ben Carson,0 
9777 ,58626 ,Jonas Arbor,0 
9777 ,106747 ,El Camaleon,9 
9778 ,10172 ,Nick Persons,1 
9778 ,10426 ,Craig,0 
9778 ,25186 ,Russell Redds,0 
9778 ,41382 ,Mr. Washington,5 
9779 ,10167 ,Donald Robert Johnson,1 
9779 ,14834 ,Dave Johnson,0 
9779 ,26990 ,Benjamin Armstrong,0 
9779 ,59930 ,Harold Lee,6 
9779 ,335791 ,John Taylor,0 
9780 ,1883 ,Dr. Betty Shabazz,1 
9780 ,11371 ,Diane,3 
9780 ,15765 ,Anna Mae Bullock / Tina Turner,0 
9780 ,26149 ,Principal Janet Williams,1 
9780 ,27381 ,U.S. Attorney Sinclair,11 
9780 ,41478 ,Dr. Betty Shabazz,3 
9780 ,57119 ,,4 
9780 ,59962 ,Collins,4 
9780 ,94105 ,Carla Peters,5 
9781 ,10172 ,Suzanne Persons,2 
9781 ,22314 ,Myra,2 
9788 ,13574 ,Layla,2 
9789 ,38868 ,Himself,4 
9805 ,33245 ,Sara Hart,12 
9805 ,40772 ,Roxy Dujour,1 
9805 ,52961 ,Holly Parrish,2 
9805 ,67493 ,Lise Bockweiss,9 
9805 ,86241 ,Ann Goode,1 
9807 ,10144 ,Louis (voice),7 
9807 ,13005 ,Harris,3 
9807 ,29143 ,Donald Phelps,3 
9808 ,1847 ,Harry,5 
9808 ,3121 ,Norman,0 
9811 ,9384 ,Captain Doby,3 
9811 ,36606 ,Himself,3 
9811 ,48490 ,Nadir,1 
9811 ,87788 ,Nigger Charley,1 
9824 ,1874 ,Gloria Gregory,2 
9824 ,325789 ,Kathy Ertz,1 
9824 ,333367 ,Romy,2 
9825 ,2355 ,Donna Remar,4 
9825 ,15059 ,English / Italian Twin,1 
9825 ,125520 ,Miss Julie,0 
9827 ,13551 ,Leah,2 
9827 ,13811 ,Diana Wayland,1 
9827 ,91586 ,Renai Lambert,1 
9827 ,116741 ,Dana Simms,2 
9827 ,195589 ,Kelly Radner,2 
9827 ,325133 ,Kelly Radner,1 
9827 ,337154 ,Lori Minervini,1 
9828 ,293767 ,Dime,3 
9829 ,10052 ,Ben,5 
9857 ,4462 ,Sgt. Ernie Guelvada,3 
9857 ,4889 ,Leo Newbigen,2 
9857 ,17221 ,Det. Lt. Thomas,5 
9857 ,22543 ,Sergeant Jim Hobbson,1 
9857 ,26186 ,Carlton J. Klemper,2 
9865 ,27263 ,Stranger,6 
9865 ,62694 ,Gordon,6 
9866 ,68979 ,Jack Balter,10 
9866 ,79331 ,Reverend Howard,5 
9871 ,17691 ,Maxine Richter,3 
9872 ,6643 ,Abe Kelsey,7 
9872 ,247691 ,Jim Barron,11 
9874 ,253 ,M,8 
9874 ,667 ,M,7 
9874 ,691 ,M,7 
9874 ,698 ,M,5 
9874 ,39288 ,Cmdr. Gates,4 
9874 ,50697 ,"""""""Victor Sloane""",0 
9878 ,253 ,Miss Moneypenny,9 
9878 ,667 ,Miss Moneypenny,8 
9878 ,691 ,Miss Moneypenny,12 
9878 ,698 ,Miss Moneypenny,8 
9878 ,700 ,Miss Moneypenny,10 
9878 ,707 ,Miss Moneypenny,13 
9878 ,43453 ,Ruth Collins,5 
9880 ,5955 ,Eric Pollack,5 
9880 ,9944 ,Thomas Callahan,2 
9880 ,11215 ,Dr. Jeff Cooper,1 
9880 ,13401 ,Wilder Lloyd,3 
9880 ,89325 ,Sheriff Morris,2 
9880 ,103731 ,Tom Blankenship,3 
9880 ,245703 ,Calvin Meyer,6 
9893 ,2029 ,Carole,4 
9898 ,57666 ,Emma Valadier,4 
9899 ,26175 ,Front De Boeuf,8 
9899 ,35185 ,Albert Hardcastle,5 
9906 ,667 ,Q,9 
9906 ,691 ,Q,10 
9906 ,698 ,Q,7 
9906 ,700 ,Q,8 
9906 ,707 ,Q,11 
9906 ,709 ,Q,11 
9906 ,710 ,Q,10 
9906 ,714 ,Q,9 
9907 ,114606 ,Peggy,6 
9908 ,4375 ,Colonel Steinhager,1 
9908 ,10338 ,Colonel Manfred von Holstein,5 
9908 ,31644 ,Mr. Kessel,2 
9908 ,38792 ,Willi Schickel & Horst Muller,7 
9919 ,4375 ,Paulette,2 
9919 ,26504 ,Laura,1 
9920 ,46158 ,Dr. Kerouac,10 
9920 ,75905 ,Signor Bardoni,3 
9920 ,281238 ,Mr. Bernard,2 
9921 ,26357 ,Angela,2 
9921 ,36491 ,Princess Ilyena,2 
9921 ,111017 ,Raffaella,5 
9922 ,35611 ,Ray Peterson (IZ41),0 
9923 ,4889 ,Colonel Ross,5 
9925 ,26702 ,Red Haired Lady,8 
9925 ,29854 ,Queen of Evil,1 
9926 ,16444 ,Commander Bride,3 
9926 ,25037 ,Col. Betteridge,3 
9926 ,47616 ,Norwood,11 
9926 ,182756 ,Richard,4 
9927 ,27590 ,Vlad,5 
9928 ,47718 ,Dimitri,3 
9976 ,9282 ,Jack,0 
9976 ,22971 ,Tim Wheddon,2 
9976 ,75300 ,Mr. Wells / Hank,3 
9976 ,134806 ,Bern Venters,2 
9976 ,156277 ,Philip Whalen,4 
9979 ,12618 ,Cullen Chandler,9 
9979 ,16042 ,Himself,5 
9979 ,91556 ,Blue,0 
9994 ,10670 ,Tracy Calder,5 
9995 ,1547 ,Star,5 
9995 ,15392 ,Frances,2 
9995 ,54655 ,Tobi,0 
9996 ,17618 ,Steven,3 
9996 ,167575 ,Randy,6 
9997 ,73935 ,Erik,18 
9998 ,37516 ,Walters,11 
10000 ,29427 ,Travis Quinn,14 
10017 ,2428 ,John the Baptist,9 
10017 ,42664 ,Chrysagon,0 
10017 ,61049 ,Ed Bannon,0 
10017 ,94405 ,Lt. William Clark,1 
10018 ,28498 ,Solomon Psaltery,6 
10018 ,38792 ,Count Levinovitch,9 
10018 ,248469 ,William W.J. Abercrombie,2 
10020 ,31283 ,The Preacher,7 
10020 ,42991 ,Sam Rawlins,1 
10020 ,56168 ,Frank Fane,0 
10020 ,57103 ,Mike Rice,1 
10020 ,98289 ,Will McKinley,3 
10021 ,1941 ,Mandria,7 
10021 ,5769 ,Squire Western,2 
10021 ,47925 ,Judge Edgar Neilsen,4 
10021 ,74753 ,Inspector Simmons,3 
10022 ,52360 ,Jane Peyton-Howard,1 
10024 ,828 ,Prof. Jacob Barnhardt,4 
10024 ,12335 ,Bookman,3 
10024 ,29257 ,Samuel Gower,2 
10024 ,29846 ,Dr. Romley,3 
10024 ,31527 ,Grand Duke Peter,2 
10024 ,83683 ,Sam Cooper,3 
10027 ,26175 ,Cedric,6 
10027 ,43365 ,Col. Randolph,4 
10027 ,44902 ,Inspector Peters,5 
10027 ,126596 ,John Brown,3 
10029 ,27364 ,American Ambassador,5 
10029 ,38964 ,David,2 
10051 ,11428 ,Forensic Tech,15 
10068 ,667 ,Aki,1 
10070 ,667 ,Kissy Suzuki,3 
10070 ,39276 ,Madame Piranha,1 
10071 ,667 ,Tiger Tanaka,4 
10072 ,667 ,Mr. Osato,5 
10072 ,48412 ,Comm. Mori,2 
10073 ,667 ,Helga Brandt,2 
10074 ,667 ,Dikko Henderson,10 
10074 ,681 ,Ernst Stavro Blofeld,2 
10074 ,224600 ,Vaughan Jones,4 
10075 ,667 ,Ling,11 
10080 ,27137 ,Hattie Dorsett,3 
10080 ,31601 ,Lisa Hammond,1 
10080 ,163869 ,Sidney Stone,2 
10080 ,215016 ,Natalie,5 
10083 ,10774 ,Louise Schumacher,6 
10083 ,27029 ,Mother Christophe,5 
10083 ,86782 ,Nancy Staples,3 
10091 ,25199 ,Madame Serina,7 
10127 ,87293 ,Jon Koski,0 
10130 ,82519 ,Nancy,4 
10130 ,100167 ,Denise,4 
10131 ,62383 ,Megan Scanlan,12 
10132 ,11078 ,Detective Frank McDuff,2 
10132 ,15313 ,,3 
10132 ,46027 ,Elihu Harrison,5 
10132 ,58421 ,Gen. Joel MacAteer,2 
10134 ,2990 ,Toshio Watanabe,3 
10134 ,19267 ,Herbert,3 
10134 ,39766 ,Yuro,2 
10134 ,42566 ,James Chan,4 
10135 ,10065 ,Billy Lutz,2 
10135 ,20789 ,Jason McIntyre,0 
10136 ,20789 ,Kyle Barrett,1 
10136 ,42554 ,Chad Voyt,7 
10136 ,312526 ,Andros,1 
10158 ,1815 ,Philip Marlowe,0 
10158 ,1938 ,Frank Jessup,0 
10158 ,20153 ,Dr. Jeff Cameron,0 
10158 ,26761 ,Jeb,1 
10158 ,37774 ,Pat Brady,2 
10158 ,43370 ,Jeff McCloud,1 
10158 ,71395 ,Albert,2 
10158 ,96912 ,Archie Hall,0 
10158 ,106016 ,Dr. Mark Lucas,0 
10158 ,106017 ,Mike Morrison,0 
10159 ,27544 ,Diane Stuart aka Mildred Lynch,1 
10159 ,28431 ,Antoinette de Mauban,3 
10159 ,37294 ,Charlie,1 
10160 ,36786 ,Dorothy Kyne,1 
10160 ,118446 ,Julie McQuade,1 
10160 ,145691 ,Jo,1 
10161 ,49508 ,Ken Crowley,4 
10161 ,94641 ,Parker,5 
10162 ,35955 ,Steve Randall,0 
10162 ,37294 ,Lt. Stellman,6 
10162 ,46872 ,Lt. Driscoll,2 
10165 ,98536 ,Dirk De Jong - younger,2 
10165 ,256118 ,Charlie,10 
10165 ,261684 ,Freddie,8 
10168 ,28498 ,Edwina Lionheart,1 
10168 ,69526 ,Sonya Winter,1 
10169 ,2428 ,Pontius Pilate,23 
10169 ,11950 ,Hymie Kaplan,5 
10169 ,18118 ,Sergeant Tibbs,4 
10169 ,32613 ,Captain Kazan,2 
10169 ,51054 ,Dr. Joe Coburn,2 
10169 ,69526 ,Lord Bostwick,2 
10169 ,86616 ,Detective Lt. Gunderson,6 
10169 ,262871 ,Leandro,1 
10171 ,2984 ,Society Girl,7 
10173 ,691 ,Captain Benson,8 
10173 ,224600 ,Philip Crawford,7 
10182 ,2291 ,George,8 
10182 ,31907 ,Don King,0 
10182 ,41135 ,Judgement,4 
10182 ,84577 ,Jack,1 
10182 ,171363 ,,0 
10182 ,233470 ,Conrad,3 
10182 ,262866 ,Officer Hall,7 
10190 ,681 ,Tiffany Case,1 
10190 ,56168 ,Laurel Scott,6 
10190 ,84511 ,Angela Barr,2 
10194 ,72455 ,Grady Coker,5 
10195 ,38714 ,Fred Mirrell,3 
10205 ,313 ,Linda,1 
10205 ,10531 ,Paulina Escobar,0 
10205 ,35458 ,Viki,1 
10205 ,52067 ,Macy Vanderhei,2 
10205 ,73935 ,Cisserus,2 
10205 ,76600 ,Grace Augustine,3 
10205 ,367816 ,Herself,3 
10207 ,6473 ,Johnathan Tensor,2 
10207 ,13251 ,Mungo Tenant,8 
10207 ,14145 ,Jon,4 
10208 ,49375 ,Ferguson,5 
