,iso_3166_1,name,movieId
1,GB,United Kingdom,13823.0
1,US,United States of America,14108.0
1,US,United States of America,20718.0
1,US,United States of America,28476.0
1,US,United States of America,5916.0
1,GB,United Kingdom,26234.0
1,US,United States of America,27804.0
1,US,United States of America,3001.0
1,US,United States of America,11574.0
1,US,United States of America,32450.0
1,US,United States of America,62383.0
1,US,United States of America,203.0
1,US,United States of America,38749.0
1,US,United States of America,29740.0
1,US,United States of America,10652.0
1,US,United States of America,34288.0
1,US,United States of America,26268.0
1,US,United States of America,33632.0
1,US,United States of America,25853.0
1,US,United States of America,68430.0
1,US,United States of America,42201.0
1,US,United States of America,3072.0
1,US,United States of America,14554.0
1,US,United States of America,19086.0
1,US,United States of America,15392.0
1,US,United States of America,108059.0
1,GB,United Kingdom,42013.0
1,US,United States of America,54715.0
1,US,United States of America,631.0
1,US,United States of America,25504.0
1,US,United States of America,23855.0
1,US,United States of America,51182.0
1,US,United States of America,45042.0
1,US,United States of America,16219.0
1,US,United States of America,48385.0
1,US,United States of America,27545.0
1,US,United States of America,22718.0
1,CA,Canada,39844.0
1,GB,United Kingdom,16914.0
1,FR,France,43011.0
1,US,United States of America,29146.0
1,US,United States of America,36751.0
1,US,United States of America,28758.0
1,US,United States of America,29592.0
1,US,United States of America,20289.0
1,US,United States of America,16905.0
1,US,United States of America,11548.0
1,GB,United Kingdom,38291.0
1,US,United States of America,41204.0
1,US,United States of America,42791.0
1,GB,United Kingdom,22522.0
1,US,United States of America,40478.0
1,US,United States of America,5722.0
1,BR,Brazil,51515.0
1,US,United States of America,32652.0
1,FR,France,4909.0
1,US,United States of America,56135.0
1,US,United States of America,27115.0
1,FR,France,38348.0
1,US,United States of America,35280.0
1,US,United States of America,19185.0
1,US,United States of America,73194.0
1,US,United States of America,28257.0
1,US,United States of America,20643.0
1,US,United States of America,22596.0
1,US,United States of America,36786.0
1,GB,United Kingdom,28916.0
1,US,United States of America,27459.0
1,GB,United Kingdom,33560.0
1,US,United States of America,25224.0
1,US,United States of America,42728.0
1,FR,France,11044.0
1,US,United States of America,31526.0
1,US,United States of America,31623.0
1,US,United States of America,27601.0
1,US,United States of America,16214.0
1,US,United States of America,41662.0
1,US,United States of America,95015.0
1,US,United States of America,33738.0
1,US,United States of America,17346.0
1,US,United States of America,18274.0
1,US,United States of America,13763.0
1,US,United States of America,10498.0
1,FR,France,11796.0
1,GB,United Kingdom,31675.0
1,US,United States of America,34847.0
1,US,United States of America,32303.0
1,GB,United Kingdom,4879.0
1,JP,Japan,41779.0
1,US,United States of America,1994.0
1,US,United States of America,42814.0
1,US,United States of America,96255.0
1,GB,United Kingdom,25495.0
1,US,United States of America,26319.0
1,GB,United Kingdom,45938.0
1,US,United States of America,15573.0
1,US,United States of America,41059.0
1,US,United States of America,39871.0
1,US,United States of America,10178.0
1,GB,United Kingdom,16391.0
1,GB,United Kingdom,42997.0
1,US,United States of America,10734.0
1,GB,United Kingdom,10949.0
1,US,United States of America,258236.0
1,US,United States of America,809.0
1,US,United States of America,435.0
1,US,United States of America,4599.0
1,US,United States of America,12657.0
1,US,United States of America,28219.0
1,US,United States of America,13193.0
1,GB,United Kingdom,673.0
1,FI,Finland,16617.0
1,US,United States of America,2789.0
1,US,United States of America,8920.0
1,US,United States of America,9890.0
1,US,United States of America,8193.0
1,FR,France,47821.0
1,US,United States of America,26142.0
1,GB,United Kingdom,42122.0
1,US,United States of America,65137.0
1,US,United States of America,27017.0
1,US,United States of America,35151.0
1,GB,United Kingdom,21544.0
1,US,United States of America,43846.0
1,US,United States of America,40894.0
1,US,United States of America,11546.0
1,GB,United Kingdom,59427.0
1,US,United States of America,18387.0
1,US,United States of America,71125.0
1,US,United States of America,26331.0
1,IE,Ireland,41774.0
1,US,United States of America,52959.0
1,US,United States of America,24004.0
1,GB,United Kingdom,46976.0
1,US,United States of America,17481.0
1,IT,Italy,42658.0
1,US,United States of America,27118.0
1,US,United States of America,42345.0
1,US,United States of America,18398.0
1,US,United States of America,20849.0
1,US,United States of America,53779.0
1,US,United States of America,16661.0
1,US,United States of America,80708.0
1,DE,Germany,47819.0
1,US,United States of America,21793.0
1,US,United States of America,18712.0
1,US,United States of America,831.0
1,US,United States of America,37658.0
1,US,United States of America,26516.0
1,US,United States of America,110598.0
1,US,United States of America,44388.0
1,US,United States of America,113290.0
1,US,United States of America,111605.0
1,US,United States of America,54568.0
1,US,United States of America,28571.0
1,US,United States of America,27686.0
1,US,United States of America,123665.0
1,US,United States of America,43336.0
1,US,United States of America,62000.0
1,US,United States of America,9372.0
1,US,United States of America,41495.0
1,US,United States of America,52362.0
1,GB,United Kingdom,41799.0
1,US,United States of America,49633.0
1,US,United States of America,43805.0
1,US,United States of America,16559.0
1,US,United States of America,44695.0
1,DE,Germany,8341.0
1,US,United States of America,36488.0
1,US,United States of America,19414.0
1,US,United States of America,15794.0
1,GB,United Kingdom,13188.0
1,JP,Japan,12651.0
1,US,United States of America,886.0
1,US,United States of America,9791.0
1,US,United States of America,27554.0
1,US,United States of America,26973.0
1,US,United States of America,9542.0
1,US,United States of America,17820.0
1,US,United States of America,26175.0
1,JP,Japan,31146.0
1,BR,Brazil,37696.0
1,US,United States of America,136.0
1,US,United States of America,47653.0
1,US,United States of America,10970.0
1,GB,United Kingdom,28162.0
1,US,United States of America,42812.0
1,US,United States of America,28159.0
1,US,United States of America,20676.0
1,US,United States of America,3019.0
1,US,United States of America,29353.0
1,US,United States of America,17761.0
1,US,United States of America,20277.0
1,DE,Germany,10204.0
1,GB,United Kingdom,3515.0
1,DE,Germany,9472.0
1,US,United States of America,594.0
1,GB,United Kingdom,8981.0
1,US,United States of America,12153.0
1,US,United States of America,1944.0
1,US,United States of America,11036.0
1,FR,France,1997.0
1,GB,United Kingdom,15237.0
1,DK,Denmark,205481.0
1,US,United States of America,19096.0
1,US,United States of America,72096.0
1,US,United States of America,11939.0
1,US,United States of America,47555.0
1,US,United States of America,24236.0
1,US,United States of America,80218.0
1,US,United States of America,26520.0
1,US,United States of America,43897.0
1,US,United States of America,21386.0
1,ES,Spain,25783.0
1,AU,Australia,8991.0
1,IT,Italy,44691.0
1,US,United States of America,3293.0
1,AU,Australia,36947.0
1,US,United States of America,54028.0
1,US,United States of America,17645.0
1,US,United States of America,10448.0
1,US,United States of America,61487.0
1,GB,United Kingdom,14365.0
1,US,United States of America,10606.0
1,US,United States of America,42988.0
1,US,United States of America,16136.0
1,US,United States of America,58669.0
1,US,United States of America,42407.0
1,GB,United Kingdom,6081.0
1,CA,Canada,12577.0
1,GB,United Kingdom,49814.0
1,US,United States of America,13696.0
1,US,United States of America,15484.0
1,US,United States of America,701.0
1,US,United States of America,10631.0
1,US,United States of America,43466.0
1,US,United States of America,2202.0
1,US,United States of America,76076.0
1,US,United States of America,10780.0
1,US,United States of America,3484.0
1,US,United States of America,19590.0
1,US,United States of America,23724.0
1,US,United States of America,26596.0
1,GB,United Kingdom,44925.0
1,US,United States of America,33994.0
1,US,United States of America,11584.0
1,US,United States of America,9901.0
1,US,United States of America,202475.0
1,GB,United Kingdom,26811.0
1,US,United States of America,38631.0
1,US,United States of America,54022.0
1,FR,France,23522.0
1,US,United States of America,22094.0
1,DE,Germany,161080.0
1,US,United States of America,11884.0
1,US,United States of America,21871.0
1,IT,Italy,30876.0
1,US,United States of America,558.0
1,US,United States of America,80.0
1,DE,Germany,10742.0
1,IE,Ireland,9477.0
1,US,United States of America,8699.0
1,US,United States of America,9893.0
1,CA,Canada,11247.0
1,US,United States of America,2048.0
1,US,United States of America,61391.0
1,US,United States of America,18643.0
1,US,United States of America,31948.0
1,US,United States of America,43004.0
1,US,United States of America,45793.0
1,US,United States of America,46495.0
1,US,United States of America,45874.0
1,US,United States of America,65994.0
1,US,United States of America,30054.0
1,US,United States of America,36630.0
1,US,United States of America,11897.0
1,US,United States of America,43443.0
1,DE,Germany,2502.0
1,US,United States of America,314.0
1,US,United States of America,18923.0
1,US,United States of America,146373.0
1,US,United States of America,5228.0
1,US,United States of America,75046.0
1,IE,Ireland,26126.0
1,US,United States of America,15876.0
1,US,United States of America,26300.0
1,US,United States of America,12625.0
1,US,United States of America,45520.0
1,GB,United Kingdom,42525.0
1,US,United States of America,43417.0
1,US,United States of America,42737.0
1,US,United States of America,47615.0
1,US,United States of America,39209.0
1,US,United States of America,20876.0
1,US,United States of America,24559.0
1,US,United States of America,43786.0
1,US,United States of America,43787.0
1,US,United States of America,27437.0
1,US,United States of America,40374.0
1,IT,Italy,41925.0
1,US,United States of America,22871.0
1,GB,United Kingdom,37019.0
1,US,United States of America,18190.0
1,GB,United Kingdom,42347.0
1,US,United States of America,39140.0
1,US,United States of America,27307.0
1,AU,Australia,36709.0
1,US,United States of America,32294.0
1,US,United States of America,41463.0
1,SE,Sweden,19051.0
1,US,United States of America,43485.0
1,US,United States of America,51997.0
1,US,United States of America,43885.0
1,US,United States of America,112969.0
1,US,United States of America,62694.0
1,US,United States of America,43785.0
1,JP,Japan,53287.0
1,US,United States of America,29584.0
1,US,United States of America,32644.0
1,US,United States of America,42604.0
1,US,United States of America,24214.0
1,US,United States of America,5122.0
1,GB,United Kingdom,42469.0
1,GB,United Kingdom,1783.0
1,GB,United Kingdom,10910.0
1,IT,Italy,17238.0
1,US,United States of America,26814.0
1,US,United States of America,43116.0
1,CA,Canada,39269.0
1,GB,United Kingdom,99859.0
1,GB,United Kingdom,69035.0
1,GB,United Kingdom,22976.0
1,US,United States of America,55441.0
1,GB,United Kingdom,45608.0
1,US,United States of America,21619.0
1,US,United States of America,9680.0
1,FR,France,12627.0
1,US,United States of America,18671.0
1,US,United States of America,17218.0
1,GB,United Kingdom,5179.0
1,US,United States of America,65156.0
1,US,United States of America,42593.0
1,US,United States of America,76002.0
1,US,United States of America,64868.0
1,US,United States of America,52741.0
1,US,United States of America,15081.0
1,US,United States of America,64877.0
1,US,United States of America,16703.0
1,US,United States of America,20298.0
1,US,United States of America,19974.0
1,US,United States of America,22112.0
1,AT,Austria,4201.0
1,US,United States of America,39868.0
1,US,United States of America,20408.0
1,GB,United Kingdom,13580.0
1,US,United States of America,18706.0
1,US,United States of America,34327.0
1,US,United States of America,43013.0
1,CA,Canada,41940.0
1,US,United States of America,20417.0
1,GB,United Kingdom,69526.0
1,US,United States of America,14462.0
1,GB,United Kingdom,14623.0
1,US,United States of America,6947.0
1,US,United States of America,401.0
1,GB,United Kingdom,35780.0
1,GB,United Kingdom,25361.0
1,US,United States of America,45522.0
1,GB,United Kingdom,23750.0
1,LU,Luxembourg,44289.0
1,FR,France,23305.0
1,GB,United Kingdom,17768.0
1,US,United States of America,27375.0
1,US,United States of America,1538.0
1,US,United States of America,14846.0
1,GB,United Kingdom,2577.0
1,ES,Spain,52936.0
1,US,United States of America,46884.0
1,US,United States of America,11282.0
1,US,United States of America,11130.0
1,AU,Australia,14389.0
1,CA,Canada,395.0
1,JP,Japan,11052.0
1,US,United States of America,23601.0
1,US,United States of America,10762.0
1,US,United States of America,11026.0
1,US,United States of America,18693.0
1,US,United States of America,45598.0
1,US,United States of America,8745.0
1,US,United States of America,45335.0
1,US,United States of America,18690.0
1,US,United States of America,7506.0
1,US,United States of America,65596.0
1,US,United States of America,36912.0
1,US,United States of America,46081.0
1,JP,Japan,40087.0
1,US,United States of America,20120.0
1,US,United States of America,22543.0
1,US,United States of America,44415.0
1,US,United States of America,11237.0
1,DE,Germany,8080.0
1,GB,United Kingdom,11632.0
1,US,United States of America,18475.0
1,US,United States of America,15644.0
1,US,United States of America,11208.0
1,US,United States of America,16153.0
1,US,United States of America,13559.0
1,US,United States of America,42694.0
1,US,United States of America,32298.0
1,US,United States of America,66566.0
1,US,United States of America,124029.0
1,CA,Canada,29979.0
1,US,United States of America,41762.0
1,US,United States of America,33345.0
1,US,United States of America,19893.0
1,US,United States of America,42264.0
1,GB,United Kingdom,11387.0
1,US,United States of America,24924.0
1,GB,United Kingdom,17994.0
1,US,United States of America,75759.0
1,US,United States of America,60437.0
1,DE,Germany,49069.0
1,DE,Germany,31117.0
1,DE,Germany,9759.0
1,GB,United Kingdom,1577.0
1,US,United States of America,14198.0
1,US,United States of America,288952.0
1,US,United States of America,16232.0
1,GB,United Kingdom,5137.0
1,FR,France,11823.0
1,FR,France,2003.0
1,CA,Canada,18804.0
1,US,United States of America,13969.0
1,US,United States of America,10145.0
1,US,United States of America,26486.0
1,US,United States of America,13702.0
1,GB,United Kingdom,747.0
1,US,United States of America,84214.0
1,US,United States of America,84655.0
1,US,United States of America,23627.0
1,US,United States of America,26230.0
1,GB,United Kingdom,4176.0
1,US,United States of America,11177.0
1,US,United States of America,43839.0
1,US,United States of America,26690.0
1,US,United States of America,35101.0
1,US,United States of America,10905.0
1,US,United States of America,18196.0
1,US,United States of America,70345.0
1,US,United States of America,88174.0
1,GB,United Kingdom,42215.0
1,US,United States of America,43105.0
1,US,United States of America,71140.0
1,US,United States of America,27816.0
1,US,United States of America,27815.0
1,US,United States of America,12707.0
1,US,United States of America,43117.0
1,GR,Greece,47446.0
1,MX,Mexico,54979.0
1,US,United States of America,42172.0
1,US,United States of America,42600.0
1,US,United States of America,47825.0
1,US,United States of America,62697.0
1,US,United States of America,31655.0
1,US,United States of America,27498.0
1,FR,France,1492.0
1,US,United States of America,10555.0
1,US,United States of America,11128.0
1,US,United States of America,22842.0
1,DE,Germany,1599.0
1,US,United States of America,14024.0
1,FR,France,11045.0
1,US,United States of America,15503.0
1,US,United States of America,14337.0
1,GB,United Kingdom,26108.0
1,US,United States of America,4380.0
1,DE,Germany,3989.0
1,DE,Germany,16358.0
1,US,United States of America,25313.0
1,US,United States of America,2438.0
1,US,United States of America,65550.0
1,FR,France,11121.0
1,US,United States of America,55457.0
1,US,United States of America,101887.0
1,US,United States of America,23739.0
1,US,United States of America,21241.0
1,GB,United Kingdom,3053.0
1,GB,United Kingdom,28356.0
1,US,United States of America,28153.0
1,US,United States of America,36616.0
1,US,United States of America,13644.0
1,US,United States of America,13416.0
1,US,United States of America,1435.0
1,CA,Canada,11099.0
1,CA,Canada,12483.0
1,US,United States of America,184530.0
1,US,United States of America,2319.0
1,US,United States of America,110351.0
1,US,United States of America,15566.0
1,JP,Japan,1970.0
1,GB,United Kingdom,8849.0
1,US,United States of America,9675.0
1,US,United States of America,4553.0
1,GB,United Kingdom,11109.0
1,CA,Canada,48678.0
1,GB,United Kingdom,202587.0
1,US,United States of America,16131.0
1,GB,United Kingdom,9391.0
1,US,United States of America,176.0
1,US,United States of America,1677.0
1,FR,France,10740.0
1,US,United States of America,9806.0
1,US,United States of America,19614.0
1,DK,Denmark,12777.0
1,IT,Italy,47959.0
1,US,United States of America,5255.0
1,DE,Germany,11184.0
1,RO,Romania,11249.0
1,US,United States of America,10589.0
1,FR,France,9801.0
1,GB,United Kingdom,866.0
1,US,United States of America,2059.0
1,US,United States of America,11836.0
1,US,United States of America,17818.0
1,FR,France,1966.0
1,US,United States of America,13673.0
1,US,United States of America,174787.0
1,US,United States of America,2288.0
1,US,United States of America,15397.0
1,US,United States of America,163.0
1,US,United States of America,36648.0
1,US,United States of America,15788.0
1,US,United States of America,18973.0
1,US,United States of America,41253.0
1,US,United States of America,15787.0
1,US,United States of America,35188.0
1,US,United States of America,35189.0
1,US,United States of America,52122.0
1,US,United States of America,28333.0
1,US,United States of America,24062.0
1,DE,Germany,43670.0
1,US,United States of America,58182.0
1,US,United States of America,33740.0
1,US,United States of America,74719.0
1,US,United States of America,77448.0
1,US,United States of America,43752.0
1,ES,Spain,42668.0
1,US,United States of America,25952.0
1,GB,United Kingdom,16248.0
1,US,United States of America,15613.0
1,US,United States of America,151848.0
1,US,United States of America,30719.0
1,US,United States of America,28421.0
1,US,United States of America,32558.0
1,US,United States of America,50085.0
1,US,United States of America,50034.0
1,US,United States of America,42401.0
1,US,United States of America,30996.0
1,CA,Canada,44375.0
1,US,United States of America,70368.0
1,US,United States of America,3016.0
1,US,United States of America,71065.0
1,US,United States of America,42510.0
1,US,United States of America,36841.0
1,US,United States of America,18987.0
1,US,United States of America,41348.0
1,US,United States of America,27511.0
1,US,United States of America,96713.0
1,US,United States of America,992.0
1,US,United States of America,3060.0
1,US,United States of America,42359.0
1,US,United States of America,1405.0
1,US,United States of America,964.0
1,US,United States of America,939.0
1,US,United States of America,104433.0
1,US,United States of America,27503.0
1,US,United States of America,31411.0
1,US,United States of America,3061.0
1,US,United States of America,27517.0
1,US,United States of America,42538.0
1,US,United States of America,25768.0
1,US,United States of America,120833.0
1,US,United States of America,27899.0
1,US,United States of America,42816.0
1,US,United States of America,13911.0
1,US,United States of America,51394.0
1,US,United States of America,3574.0
1,US,United States of America,31592.0
1,US,United States of America,43132.0
1,US,United States of America,877.0
1,US,United States of America,875.0
1,US,United States of America,56724.0
1,US,United States of America,39130.0
1,GB,United Kingdom,28046.0
1,US,United States of America,31511.0
1,US,United States of America,3031.0
1,US,United States of America,43130.0
1,US,United States of America,43595.0
1,US,United States of America,43149.0
1,US,United States of America,43148.0
1,US,United States of America,50073.0
1,US,United States of America,43693.0
1,US,United States of America,24106.0
1,US,United States of America,47921.0
1,US,United States of America,49640.0
1,US,United States of America,46910.0
1,US,United States of America,43689.0
1,GB,United Kingdom,22614.0
1,FR,France,51949.0
1,US,United States of America,43889.0
1,US,United States of America,43896.0
1,US,United States of America,28910.0
1,US,United States of America,17907.0
1,US,United States of America,27970.0
1,US,United States of America,14615.0
1,US,United States of America,31773.0
1,US,United States of America,24807.0
1,US,United States of America,17030.0
1,US,United States of America,23389.0
1,US,United States of America,31548.0
1,US,United States of America,54569.0
1,US,United States of America,38721.0
1,US,United States of America,43874.0
1,US,United States of America,16515.0
1,US,United States of America,27973.0
1,US,United States of America,20642.0
1,US,United States of America,37650.0
1,US,United States of America,43867.0
1,US,United States of America,43864.0
1,US,United States of America,23101.0
1,US,United States of America,46688.0
1,US,United States of America,16274.0
1,US,United States of America,99318.0
1,GB,United Kingdom,55207.0
1,US,United States of America,31868.0
1,US,United States of America,37698.0
1,US,United States of America,3084.0
1,US,United States of America,43806.0
1,US,United States of America,55604.0
1,US,United States of America,26635.0
1,US,United States of America,43811.0
1,US,United States of America,17801.0
1,US,United States of America,26201.0
1,US,United States of America,29884.0
1,US,United States of America,38914.0
1,US,United States of America,33523.0
1,US,United States of America,33112.0
1,US,United States of America,28789.0
1,US,United States of America,43799.0
1,US,United States of America,18790.0
1,US,United States of America,37036.0
1,US,United States of America,43522.0
1,US,United States of America,36612.0
1,US,United States of America,97648.0
1,US,United States of America,23336.0
1,US,United States of America,22387.0
1,US,United States of America,27655.0
1,US,United States of America,23051.0
1,US,United States of America,43306.0
1,US,United States of America,18727.0
1,US,United States of America,33049.0
1,US,United States of America,41355.0
1,US,United States of America,43518.0
1,US,United States of America,21622.0
1,US,United States of America,28436.0
1,GB,United Kingdom,22638.0
1,US,United States of America,35006.0
1,US,United States of America,21451.0
1,US,United States of America,42879.0
1,US,United States of America,43307.0
1,US,United States of America,50066.0
1,US,United States of America,18229.0
1,US,United States of America,52440.0
1,US,United States of America,17136.0
1,US,United States of America,43494.0
1,US,United States of America,30348.0
1,US,United States of America,45219.0
1,US,United States of America,18771.0
1,US,United States of America,30177.0
1,US,United States of America,41020.0
1,US,United States of America,16090.0
1,US,United States of America,44041.0
1,US,United States of America,25502.0
1,GB,United Kingdom,14320.0
1,US,United States of America,26701.0
1,US,United States of America,20246.0
1,US,United States of America,82101.0
1,US,United States of America,19169.0
1,GB,United Kingdom,43461.0
1,US,United States of America,31980.0
1,US,United States of America,27448.0
1,US,United States of America,29244.0
1,US,United States of America,83838.0
1,US,United States of America,43452.0
1,US,United States of America,29380.0
1,US,United States of America,37347.0
1,US,United States of America,3766.0
1,US,United States of America,946.0
1,US,United States of America,20482.0
1,US,United States of America,35032.0
1,US,United States of America,44190.0
1,US,United States of America,41609.0
1,US,United States of America,33115.0
1,US,United States of America,20638.0
1,US,United States of America,29885.0
1,US,United States of America,25698.0
1,US,United States of America,45578.0
1,US,United States of America,43439.0
1,US,United States of America,61828.0
1,US,United States of America,25209.0
1,US,United States of America,17409.0
1,US,United States of America,43388.0
1,US,United States of America,43390.0
1,US,United States of America,43961.0
1,US,United States of America,43358.0
1,US,United States of America,24003.0
1,US,United States of America,28431.0
1,US,United States of America,30801.0
1,US,United States of America,3023.0
1,US,United States of America,43348.0
1,US,United States of America,99898.0
1,GB,United Kingdom,24381.0
1,GB,United Kingdom,11402.0
1,US,United States of America,20127.0
1,US,United States of America,24518.0
1,US,United States of America,13457.0
1,US,United States of America,23620.0
1,US,United States of America,3111.0
1,US,United States of America,41503.0
1,US,United States of America,28696.0
1,US,United States of America,94123.0
1,US,United States of America,17640.0
1,FR,France,44026.0
1,US,United States of America,25893.0
1,US,United States of America,46007.0
1,US,United States of America,28100.0
1,GB,United Kingdom,44134.0
1,GB,United Kingdom,22334.0
1,GB,United Kingdom,29347.0
1,US,United States of America,15697.0
1,US,United States of America,43234.0
1,US,United States of America,18776.0
1,US,United States of America,29071.0
1,US,United States of America,54541.0
1,GB,United Kingdom,44559.0
1,GB,United Kingdom,30637.0
1,US,United States of America,56156.0
1,US,United States of America,43119.0
1,US,United States of America,43137.0
1,US,United States of America,69977.0
1,US,United States of America,42661.0
1,US,United States of America,43051.0
1,US,United States of America,58997.0
1,IN,India,58902.0
1,US,United States of America,27029.0
1,US,United States of America,43111.0
1,US,United States of America,52745.0
1,GB,United Kingdom,43047.0
1,US,United States of America,72354.0
1,US,United States of America,52841.0
1,US,United States of America,18449.0
1,US,United States of America,50474.0
1,US,United States of America,79827.0
1,GB,United Kingdom,750.0
1,US,United States of America,33710.0
1,GB,United Kingdom,64568.0
1,US,United States of America,17185.0
1,US,United States of America,109667.0
1,US,United States of America,31287.0
1,GB,United Kingdom,16103.0
1,US,United States of America,13671.0
1,US,United States of America,11085.0
1,US,United States of America,28367.0
1,US,United States of America,3010.0
1,US,United States of America,31383.0
1,GB,United Kingdom,39222.0
1,US,United States of America,39495.0
1,US,United States of America,15263.0
1,GB,United Kingdom,751.0
1,US,United States of America,42798.0
1,US,United States of America,4025.0
1,US,United States of America,61892.0
1,US,United States of America,37684.0
1,GB,United Kingdom,15421.0
1,US,United States of America,166607.0
1,US,United States of America,37315.0
1,US,United States of America,10299.0
1,US,United States of America,24229.0
1,US,United States of America,26031.0
1,US,United States of America,17696.0
1,US,United States of America,7348.0
1,US,United States of America,28504.0
1,FR,France,151138.0
1,US,United States of America,23574.0
1,US,United States of America,13187.0
1,GB,United Kingdom,17102.0
1,US,United States of America,23194.0
1,GB,United Kingdom,16850.0
1,GB,United Kingdom,24395.0
1,US,United States of America,37921.0
1,US,United States of America,16303.0
1,US,United States of America,29715.0
1,GB,United Kingdom,36583.0
1,US,United States of America,60555.0
1,US,United States of America,42731.0
1,FR,France,3482.0
1,US,United States of America,2661.0
1,US,United States of America,20379.0
1,GB,United Kingdom,29710.0
1,US,United States of America,22293.0
1,GB,United Kingdom,135.0
1,US,United States of America,66043.0
1,US,United States of America,26039.0
1,US,United States of America,42701.0
1,US,United States of America,42702.0
1,US,United States of America,41212.0
1,US,United States of America,26204.0
1,GB,United Kingdom,5767.0
1,US,United States of America,42713.0
1,US,United States of America,27277.0
1,GB,United Kingdom,29778.0
1,US,United States of America,18193.0
1,US,United States of America,22176.0
1,US,United States of America,42623.0
1,US,United States of America,42634.0
1,US,United States of America,118872.0
1,GB,United Kingdom,50789.0
1,US,United States of America,27983.0
1,US,United States of America,5638.0
1,IT,Italy,36446.0
1,US,United States of America,14801.0
1,US,United States of America,42607.0
1,GB,United Kingdom,40430.0
1,US,United States of America,38096.0
1,GB,United Kingdom,24152.0
1,US,United States of America,1846.0
1,LU,Luxembourg,21323.0
1,US,United States of America,5928.0
1,GB,United Kingdom,29748.0
1,US,United States of America,85255.0
1,US,United States of America,26525.0
1,US,United States of America,48408.0
1,US,United States of America,42589.0
1,US,United States of America,71943.0
1,US,United States of America,64828.0
1,US,United States of America,38222.0
1,GB,United Kingdom,26606.0
1,US,United States of America,2998.0
1,US,United States of America,31906.0
1,GB,United Kingdom,31767.0
1,US,United States of America,839.0
1,US,United States of America,25109.0
1,GB,United Kingdom,36194.0
1,US,United States of America,16328.0
1,US,United States of America,42500.0
1,US,United States of America,16154.0
1,US,United States of America,36850.0
1,GB,United Kingdom,38646.0
1,GB,United Kingdom,34479.0
1,US,United States of America,18287.0
1,US,United States of America,5822.0
1,US,United States of America,122677.0
1,US,United States of America,121923.0
1,US,United States of America,18250.0
1,GB,United Kingdom,33020.0
1,US,United States of America,89417.0
1,US,United States of America,23148.0
1,US,United States of America,87417.0
1,US,United States of America,27331.0
1,US,United States of America,1410.0
1,GB,United Kingdom,86889.0
1,US,United States of America,31943.0
1,US,United States of America,29142.0
1,US,United States of America,56764.0
1,US,United States of America,27084.0
1,US,United States of America,31596.0
1,GB,United Kingdom,59189.0
1,US,United States of America,38714.0
1,US,United States of America,31587.0
1,US,United States of America,22307.0
1,US,United States of America,62330.0
1,GB,United Kingdom,28498.0
1,US,United States of America,25473.0
1,US,United States of America,118121.0
1,US,United States of America,32044.0
1,AU,Australia,62761.0
1,US,United States of America,30702.0
1,FR,France,3043.0
1,FR,France,36665.0
1,US,United States of America,16246.0
1,US,United States of America,27977.0
1,US,United States of America,42448.0
1,US,United States of America,42449.0
1,MX,Mexico,8327.0
1,GB,United Kingdom,37627.0
1,US,United States of America,32940.0
1,US,United States of America,31656.0
1,GB,United Kingdom,29859.0
1,US,United States of America,19174.0
1,US,United States of America,1835.0
1,US,United States of America,70259.0
1,US,United States of America,10711.0
1,US,United States of America,19740.0
1,US,United States of America,32042.0
1,US,United States of America,5725.0
1,US,United States of America,38783.0
1,US,United States of America,6476.0
1,US,United States of America,10640.0
1,US,United States of America,33324.0
1,US,United States of America,29856.0
1,LY,Libyan Arab Jamahiriya,26842.0
1,US,United States of America,42252.0
1,US,United States of America,11558.0
1,US,United States of America,5651.0
1,AU,Australia,14336.0
1,US,United States of America,18775.0
1,US,United States of America,12535.0
1,GB,United Kingdom,62847.0
1,US,United States of America,12637.0
1,GB,United Kingdom,54140.0
1,US,United States of America,38985.0
1,US,United States of America,61280.0
1,US,United States of America,72412.0
1,GB,United Kingdom,11935.0
1,US,United States of America,24998.0
1,US,United States of America,113777.0
1,US,United States of America,1362.0
1,US,United States of America,98851.0
1,US,United States of America,45695.0
1,US,United States of America,42165.0
1,US,United States of America,10654.0
1,US,United States of America,19827.0
1,US,United States of America,18966.0
1,US,United States of America,33665.0
1,US,United States of America,45169.0
1,JM,Jamaica,15717.0
1,US,United States of America,54663.0
1,US,United States of America,179798.0
1,GB,United Kingdom,64353.0
1,US,United States of America,114516.0
1,AU,Australia,86295.0
1,GB,United Kingdom,23615.0
1,US,United States of America,13633.0
1,US,United States of America,6341.0
1,US,United States of America,7012.0
1,US,United States of America,20545.0
1,US,United States of America,23096.0
1,US,United States of America,15251.0
1,CA,Canada,21356.0
1,US,United States of America,232.0
1,US,United States of America,30707.0
1,US,United States of America,12633.0
1,US,United States of America,47892.0
1,US,United States of America,19258.0
1,US,United States of America,22998.0
1,US,United States of America,15301.0
1,US,United States of America,28054.0
1,GB,United Kingdom,11609.0
1,GB,United Kingdom,31939.0
1,US,United States of America,42086.0
1,GB,United Kingdom,13189.0
1,US,United States of America,48677.0
1,GB,United Kingdom,30278.0
1,GB,United Kingdom,19596.0
1,US,United States of America,1884.0
1,GB,United Kingdom,19621.0
1,US,United States of America,10179.0
1,US,United States of America,47874.0
1,CA,Canada,108241.0
1,US,United States of America,47359.0
1,US,United States of America,27414.0
1,US,United States of America,33138.0
1,US,United States of America,17663.0
1,AR,Argentina,29903.0
1,AU,Australia,54407.0
1,US,United States of America,41243.0
